"";"identif";"velocidad_media";"carga_media";"intensidad_total"
"407";"PM10141";88,0333221137664;35,3887579939414;7108574
"408";"16004";0;35,383789400762;2237680
"409";"71003";0;35,3435687478676;1655255
"410";"13024";0;35,3358778625954;1180204
"411";"79018";0;35,266461958376;1086545
"412";"05018";0;35,2650017343045;2361130
"413";"PM40751";87,3226675648366;35,2175816773324;2505966
"414";"44023";0;35,1915983606557;1934973
"415";"53414";0;35,1864290610007;650539
"416";"16042";0;35,1317157712305;3515297
"417";"97502";0;35,1117667476571;3363121
"418";"61109";0;35,1090972464273;2713310
"419";"PM20571";85,8789615643965;35,0788941335132;7047363
"420";"35029";0;35,075;457190
"421";"16043";0;35,0706545296922;704253
"422";"55413";0;35,0662774725275;287633
"423";"13031";0;35,0629197596324;3200617
"424";"33002";0;35,0540990428631;465175
"425";"13037";0;35,0472996823156;698897
"426";"02026";0;34,9712404712405;291346
"427";"05020";0;34,9634146341463;3482578
"428";"PM20471";87,3701955495617;34,9376264329063;7035382
"429";"PM10502";76,1614969656103;34,928186109238;11225552
"430";"90017";0;34,9175614825078;1952818
"431";"21022";0;34,9035392088827;5252984
"432";"PM10862";78,7325698888515;34,8861569552038;6854289
"433";"41046";0;34,8568989071038;855636
"434";"17021";0;34,8321775312067;2453847
"435";"41035";0;34,8242735042735;2349431
"436";"01009";0;34,8180545836249;2810839
"437";"16007";0;34,8112421929216;2307257
"438";"90034";0;34,8053342570142;784615
"439";"02061";0;34,7790899617923;226670
"440";"09018";0;34,7641936607454;1500247
"441";"47407";0;34,7587388622344;203231
"442";"21021";0;34,751298926221;2869166
"443";"18305";0;34,7506061655698;3006415
"444";"18306";0;34,7368421052632;1790
"445";"67402";0;34,6890681003584;434032
"446";"10035";0;34,6666666666667;1550
"447";"PM20742";77,6056005398111;34,6450742240216;6657413
"448";"19010";0;34,6324266284896;443240
"449";"PM33151";60,9373948165601;34,6230225513295;3916346
"450";"09036";0;34,6089366124004;709051
"451";"18012";0;34,6085902320748;4076793
"452";"09019";0;34,6055459272097;2122885
"453";"PM10442";75,7231962238705;34,5815913688469;4303537
"454";"18307";0;34,5789473684211;1623
"455";"41041";0;34,5690890481064;1604694
"456";"09002";0;34,5504332755633;2199549
"457";"13056";0;34,5350529100529;76607
"458";"15306";0;34,5051002462188;1541789
"459";"23013";0;34,50432975407;1379738
"460";"44003";0;34,5035848412427;2116378
"461";"21004";0;34,4970557672324;1603922
"462";"98013";0;34,4953076120959;931920
"463";"10030";0;34,4890814558059;358236
"464";"15008";0;34,4814814814815;7777
"465";"29003";0;34,4753472222222;847724
"466";"38037";0;34,4550118389897;574421
"467";"63053";0;34,4530654658815;3023725
"468";"62072";0;34,4444444444444;0
"469";"22007";0;34,4427083333333;3433489
"470";"02022";0;34,4111534464842;2417957
"471";"06013";0;34,4031866989955;4158794
"472";"53016";0;34,3996587030717;420981
"473";"43026";0;34,3986837547627;506798
"474";"79026";0;34,3797338792221;2929126
"475";"PM40461";84,755998648192;34,3349104427171;8974006
"476";"11019";0;34,3340263340263;1322958
"477";"34019";0;34,333100069979;1954562
"478";"34005";0;34,3204562178072;824864
"479";"45017";0;34,2995750708215;1221735
"480";"21025";0;34,2976190476191;217454
"481";"31048";0;34,2666666666667;120
"482";"23002";0;34,2071354347073;5286673
"483";"PM20662";76,5998652745032;34,2047827551364;8713664
"484";"41033";0;34,1900375298533;2662360
"485";"14012";0;34,1700727398684;612761
"486";"45016";0;34,1460827916524;830565
"487";"02051";0;34,1423623138206;1572975
"488";"01007";0;34,1397364771151;2845886
"489";"13022";0;34,1253896778663;873034
"490";"97006";0;34,1250432975407;559837
"491";"16037";0;34,1231304347826;2348265
"492";"02053";0;34,1174229303776;877153
"493";"22304";0;34,0709071949948;3220875
"494";"PM43001";77,8768091551666;34,050824638169;5949723
"495";"14013";0;34,0505890505891;2820975
"496";"80029";0;33,9471243042672;117770
"497";"05017";0;33,9354041651959;528953
"498";"54027";0;33,9344933469806;495318
"499";"15003";0;33,9048981051126;2906934
"500";"10032";0;33,8672903672904;1309662
"501";"PM12061";81,4065971053517;33,8492090205318;6692242
"502";"17002";0;33,8444752338067;2335013
"503";"31064";0;33,83477658469;1582923
"504";"98001";0;33,8326709062003;524629
"505";"PM11201";82,26825984517;33,8115112756648;8881088
"506";"34011";0;33,8096066829099;787576
"507";"21007";0;33,8018704537582;724171
"508";"48098";0;33,7946966653274;228978
"509";"97037";0;33,7821267751992;1477967
"510";"PM43151";60,0999663412992;33,7559744193874;6424784
"511";"09010";0;33,6500869565217;2081876
"512";"16063";0;33,6470588235294;3100
"513";"32020";0;33,64;9700
"514";"17038";0;33,6383789400762;700535
"515";"55032";0;33,6372683596431;1035973
"516";"05004";0;33,6343019135365;4353676
"517";"PM41451";73,6230225513295;33,6243688993605;6508937
"518";"PM20321";84,7711208347358;33,6216762032986;6650204
"519";"63553";0;33,6186352615171;1466345
"520";"83006";0;33,6032372680616;2151936
"521";"18300";0;33,5857291305854;891904
"522";"13004";0;33,5833937635968;2859684
"523";"PM20261";87,2076741837765;33,5748906092225;6629223
"524";"82021";0;33,5700197238659;1119505
"525";"PM20412";79,6920473773266;33,5580372250423;6591490
"526";"71404";0;33,5370180825657;319886
"527";"22008";0;33,5342370524852;3089232
"528";"35035";0;33,5337720817458;1705932
"529";"02004";0;33,5192374350087;333968
"530";"70504";0;33,5142348754448;1519558
"531";"PM10401";86,1794008751262;33,5132951868058;8865389
"532";"44010";0;33,4907660738714;1739362
"533";"13057";0;33,4847222222222;3791025
"534";"61003";0;33,4755927475593;2909234
"535";"PM10211";87,8757993941434;33,4584315045439;6606799
"536";"PM20231";86,1279030629418;33,424436216762;6585434
"537";"16039";0;33,4;1610
"538";"PM31452";84,0605856613935;33,3901043419724;8883069
"539";"62076";0;33,3847758081335;2347447
"540";"11022";0;33,3724085940445;566266
"541";"97107";0;33,3649506346968;3355759
"542";"PM33031";84,4565656565657;33,3639730639731;4008573
"543";"96300";0;33,3470254957507;55259
"544";"63028";0;33,3363352961552;1431182
"545";"06001";0;33,3238656044337;4147884
"546";"21024";0;33,3048146865258;1573744
"547";"PM30461";76,9899445214979;33,3044382801664;8361657
"548";"67407";0;33,2999124343257;145270
"549";"09030";0;33,2955647955648;1221506
"550";"34037";0;33,2932911837021;423955
"551";"82017";0;33,2473288484369;607044
"552";"98023";0;33,2104899930987;982985
"553";"02055";0;33,2040180117769;3024406
"554";"87023";0;33,2028413575375;1019824
"555";"29301";0;33,1769147788565;250369
"556";"62068";0;33,1616828929068;916642
"557";"62073";0;33,1428571428571;0
"558";"62017";0;33,1428571428571;0
"559";"20006";0;33,1395912712158;874562
"560";"97104";0;33,1285663966185;1689969
"561";"13026";0;33,1125;523284
"562";"PM10241";90,7657354426119;33,0949175361831;6487950
"563";"14007";0;33,0841446453407;1726652
"564";"19002";0;33,0706615864219;1862466
"565";"97076";0;33,0654658815379;3946186
"566";"81012";0;33,0556117290192;1441159
"567";"13049";0;33,0547280914444;576971
"568";"13032";0;32,9996460176991;1590955
"569";"82004";0;32,9984214680347;487401
"570";"90038";0;32,9866853538893;553233
"571";"12007";0;32,9722607489598;3321499
"572";"17016";0;32,9705576723242;2262250
"573";"PM10712";84,2286965308185;32,9700235769619;6605550
"574";"09009";0;32,9518531347419;3650753
"575";"46410";0;32,9353846153846;319659
"576";"56406";0;32,9289617486339;266027
"577";"15002";0;32,9176056338028;3122578
"578";"90037";0;32,9006320224719;747750
"579";"42023";0;32,8890406282008;1125770
"580";"09032";0;32,8739175614825;274960
"581";"44002";0;32,8683043329922;2602340
"582";"PM13103";77,9256142712891;32,8657017839111;3867386
"583";"16033";0;32,8588276101283;552834
"584";"16017";0;32,8259965337955;549329
"585";"19011";0;32,8221188260558;3103328
"586";"47004";0;32,8158708347647;1865620
"587";"79526";0;32,7891504605937;1572803
"588";"47034";0;32,7833503923576;2199065
"589";"82022";0;32,7151873767258;1098979
"590";"20004";0;32,7121579494285;2295245
"591";"97028";0;32,6874130737135;2153085
"592";"06016";0;32,6867671691792;2555362
"593";"14041";0;32,6802909594735;1738529
"594";"13046";0;32,6739735560195;289857
"595";"44503";0;32,6680313886046;1239379
"596";"PM20952";71,5112756647593;32,622349377314;6052789
"597";"17042";0;32,6018711018711;3914575
"598";"14011";0;32,5808988764045;2014704
"599";"26012";0;32,5526943252265;3247068
"600";"12017";0;32,4519266741489;949729
"601";"PM21231";81,0224108658744;32,4016977928693;4287256
"602";"11026";0;32,3939566704675;811058
"603";"15013";0;32,375;1590
"604";"82020";0;32,3696682464455;536132
"605";"PM33221";92,7125546953888;32,3561090541905;4337490
"606";"12036";0;32,336578581363;234244
"607";"13301";0;32,3281519861831;4482042
"608";"41040";0;32,3255972696246;553205
"609";"06012";0;32,3168110918544;1596225
"610";"50030";0;32,3056224899598;212543
"611";"97528";0;32,3019130434783;843723
"612";"05015";0;32,2960057061341;1326804
"613";"85003";0;32,2560732775787;900924
"614";"63011";0;32,2383096640111;2075979
"615";"41038";0;32,2305071915216;605500
"616";"85006";0;32,22389837237;1485455
"617";"44013";0;32,2077789150461;925404
"618";"07004";0;32,1984759265674;4388567
"619";"02037";0;32,1745756841011;3843364
"620";"13019";0;32,1742049469965;2392334
"621";"32027";0;32,1631451333564;832753
"622";"97102";0;32,1428571428571;1078740
"623";"05014";0;32,1373102717967;1136636
"624";"36007";0;32,1272727272727;965389
"625";"PM10212";82,9033995287782;32,097610232245;6384042
"626";"41045";0;32,0463121783877;645180
"627";"98024";0;32,039391845197;657501
"628";"17022";0;32,0280568063734;2705545
"629";"08007";0;32,0245930031174;321778
"630";"52402";0;32,0232974910394;96454
"631";"02008";0;32,0157507875394;395353
"632";"01005";0;32,0013898540653;3977887
"633";"62077";0;31,980528511822;1919218
"634";"09004";0;31,9771388985106;2156047
"635";"02010";0;31,9757533772082;1954792
"636";"01006";0;31,9684321290775;3614220
"637";"97094";0;31,9255189255189;1764188
"638";"01008";0;31,9189473684211;854119
"639";"PM20021";94,1467519353753;31,9104678559408;6464792
"640";"PM11074";64,9077751598788;31,8976775496466;2058736
"641";"13028";0;31,8963804116395;4839554
"642";"35009";0;31,8822306892968;555121
"643";"11014";0;31,8613037447989;422915
"644";"41034";0;31,8476775956284;2091183
"645";"10025";0;31,8306731436502;334065
"646";"57405";0;31,8286104472516;255642
"647";"PM41801";71,5673454805288;31,8099321186138;5861357
"648";"PM10562";79,2764666217127;31,7889413351315;8050579
