IDELEM,N,10,0;TIPO_ELEM,N,10,0;COD_CENT,C,254;NOMBRE,C,254;COORD_X,N,21,6;COORD_Y,N,21,6;Long;Lat
4137;495;97404;Giro izquierda Méndez Álvaro O-E - Giro izquierda Méndez Álvaro O-E;442658.300183;4471751.260613;-3.67693744;40.39251291
4138;495;12031;(TACTICO)MENDEZ ALVARO N-S(GIRO RETAMA);441422.646663;4473298.966382;-3.69163835;40.40636952
4139;495;97058;Méndez Álvaro - E-O -  (Delante Gr5);442737.664092;4471703.040555;-3.67599803;40.39208397
4140;495;97062;Méndez Álvaro - E-O (Convenio - M-30) - (Convenio - M-30);442887.094079;4471721.697101;-3.67423913;40.39226230
4141;495;97057;Entrevías E-O (Timoteo P. Rubio - M-30) - (Timoteo P. Rubio - M-30);442910.621289;4471611.338261;-3.67395203;40.39126973
4142;495;12036;-;442146.919159;4471916.375840;-3.68297754;40.39396499
4143;495;12037;MENESES S-N (5 mts.) -  MENESES S-N (5 mts.);442191.739486;4471858.577550;-3.68244420;40.39344743
4144;495;12038;GENERAL LACY N-S - (DELICIAS-ANCORA);441495.395804;4472996.676901;-3.69075325;40.40365144
4145;495;12039;ANCORA E-O - (MENDEZ ALVARO-GENERAL LACY);441601.209168;4472901.019211;-3.68949757;40.40279714
4146;495;12040;GENERAL LACY S-N(CANARIAS-ANCORA) - (CANARIAS-ANCORA);441487.183944;4472803.395544;-3.69083224;40.40190968
4147;495;12041;ANCORA E-O - (GENERAL LACY-RAFAEL RIEGO);441458.377699;4472912.001711;-3.69118167;40.40288604
4148;495;12042;RAFAEL RIEGO N-S - (DELICIAS-ANCORA);441374.809213;4473003.506486;-3.69217486;40.40370448
4149;495;12043;ANCORA E-O - (RAFAEL RIEGO-Pº DELICIAS);441332.027805;4472923.288661;-3.69267160;40.40297883
4150;495;12044;GENERAL LACY N-S - (BUSTAMANTE-RAMIREZ PRADO);441468.584956;4472652.138039;-3.69103749;40.40054576
4151;495;12045;RAMIREZ PRADO O-E - (Pº DELICIAS-JUAN DE MARIANA);441392.446543;4472610.641625;-3.69193084;40.40016658
4152;495;12046;SALIDA ESTACIÓN E-O - (ENTRADA A CRUCE);441356.401400;4473276.893566;-3.69241698;40.40616602
4153;495;12049;MENDEZ ALVARO O-E - SABAL Y ORIANA;442275.473324;4472230.546595;-3.68149137;40.39680415
4154;495;12049;MENDEZ ALVARO O-E - SABAL Y ORIANA;442266.293972;4472217.695501;-3.68159837;40.39668775
4155;495;13001;ALFONSO XII N-S - ANTONIO MAURA-MENDEZ NUÑEZ;441651.464880;4474397.835995;-3.68904269;40.41628483
4156;495;13005;FELIPE IV O-E(SUR) - Pº DEL PRADO-ALFONSO XII;441557.053100;4474270.280915;-3.69014372;40.41512912
4157;495;13006;FELIPE IV O-E(NORTE) - Pº DEL PRADO-ALFONSO XII;441559.597519;4474298.601418;-3.69011633;40.41538442
4158;495;13007;ALFONSO XII S-N(GIRO A  ACADEMIA) -;441662.937015;4474187.450042;-3.68888818;40.41439035
4159;495;13008;ALFONSO XII S-N - CASADO ALISAL-ACADEMIA;441669.618331;4474178.298135;-3.68880860;40.41430838
4160;495;13012;ESPALTER O-E - Pº DEL PRADO-ALFONSO XII;441560.148110;4474004.011544;-3.69008277;40.41273062
4161;495;13013;ALFONSO XII N-S - ESPALTER-CUESTA CLAUDIO MOYANO;441662.489632;4473797.548689;-3.68885768;40.41087787
4162;495;13014;ALFONSO XII S-N(LATERAL) - INFANTA ISABEL-CLAUDIO MOYANO;441684.455526;4473568.451084;-3.68857780;40.40881557
4163;495;13015;ALFONSO XII N-S - CLAUDIO MOYANO-INFANTA ISABEL;441672.164453;4473492.993873;-3.68871573;40.40813496
4164;495;13016;Pº DE REINA CRISTINA E-O - JOSE ANSELMO CLAVE-ALFONSO XII;441786.998973;4473326.570226;-3.68734721;40.40664376
4165;495;13017;AV. CIUDAD BARCELONA E-O - JULIAN GAYARRE-Pº INFANTA ISABEL;441883.156555;4473246.489102;-3.68620673;40.40592906
4166;495;13018;AV. CIUDAD BARCELONA O-E(JUNTO GASOLINERA)(CD JUNTO G. 6) -;441701.130260;4473309.384275;-3.68835756;40.40648292
4167;495;13021;STA. Mª CABEZA ENTRADA CALLE 30 CAL. INTERIOR SENTIDO A-5 -;440363.211862;4472240.812134;-3.70402392;40.39676185
4168;495;13022;STA. Mª CABEZA ENTRADA CALLE 30 CAL. EXTERIOR SENTIDO A-4 -;440348.380310;4472240.175308;-3.70419862;40.39675505
4169;495;13023;SALIDA CALLE 30 CALZADA EXTERIOR SENTIDO PL. FDEZ. LADREDA -;440293.473276;4472227.999941;-3.70484443;40.39664144
4170;495;13024;CRA. SAN JERONIMO N-S - MARQUES DE CUBAS-Pº DEL PRADO;441087.179946;4474332.440301;-3.69568735;40.41565594
4171;495;13025;Pº DEL PRADO N-S - ZORRILLA-PLAZA LAS CORTES;441210.098056;4474505.326664;-3.69425463;40.41722209
4172;495;13026;PZA. LEALTAD E-O - ANTONIO MAURA-Pº DEL PRADO;441338.293659;4474361.564709;-3.69273041;40.41593605
4173;495;13027;(AFOROS)Pº DEL PRADO S-N - ESPALTER-PL. CANOVAS DEL CASTILLO;441314.103566;4474041.329526;-3.69298597;40.41304949
4174;495;13031;SANTA MARIA CABEZA, 11 N-S(TUNEL) - RONDA ATOCHA-MURCIA;441180.263969;4473289.023054;-3.69449376;40.40626286
4175;495;13032;SANTA MARIA CABEZA, 11 N-S(LAT IZDA.)(SUPERFICIE) -;441185.666359;4473284.953650;-3.69442972;40.40622657
4176;495;13033;MURCIA 1 E-O - SANTA MARIA CABEZA-Pº DELICIAS;441151.218224;4473188.655605;-3.69482676;40.40535663
4177;495;13034;MARQUES VALDAVIA, 9 O-E - SANTA MARIA CABEZA-RONDA ATOCHA;441085.597143;4473218.177644;-3.69560279;40.40561794
4178;495;13035;BATALLA DEL SALADO N-S - DELICIAS-PALOS FRONTERA;441067.709196;4473049.117811;-3.69579792;40.40409369
4179;495;13036;SANTA MARIA CABEZA N-S - JOSE ANTONIO ARMONA-PALOS FRONTERA;440999.354263;4473029.758517;-3.69660162;40.40391445
4180;495;13038;FERROCARRIL O-E - SANTA MARIA CABEZA-BATALLA DEL SALADO;440846.138210;4472707.288715;-3.69837713;40.40099859
4181;495;13039;EMBAJADORES N-S - SANTA MARIA CABEZA-GENERAL PALANCA;440808.297461;4472593.725633;-3.69881245;40.39997286
4182;495;13040;SANTA MARIA CABEZA N-S - EMBAJADORES-PEÑUELAS;440716.596009;4472645.763753;-3.69989784;40.40043511
4183;495;13041;STA.Mª CABEZA ENTR.CALLE30 EXT SENT A4 - DESDE PL.FDEZ.LADREDA;440234.937796;4471912.651836;-3.70550452;40.39379641
4184;495;13042;SANTA MARIA CABEZA S-N - PUENTE DE PRAGA-AGUILON;440458.903518;4472253.605521;-3.70289762;40.39688395
4185;495;13043;Pº DE LA ESPERANZA N-S - GARGANTILLA-SANTA MARIA CABEZA;440469.632416;4472435.091086;-3.70278818;40.39851964
4186;495;13044;-;441054.857916;4472895.040321;-3.69593508;40.40270476
4187;495;13045;-;441025.090415;4472949.620953;-3.69629092;40.40319435
4188;495;13048;-;440956.639369;4472826.085426;-3.69708606;40.40207662
4189;495;13049;-;441023.695112;4472580.556351;-3.69627315;40.39986951
4190;495;13050;-;441381.243288;4473306.093346;-3.69212692;40.40643081
4191;495;2013;DR. ESQUERDO S-N - LIRA-ESTRELLA POLAR;443266.294261;4473569.010792;-3.66993611;40.40892994
4192;495;2016;DR. ESQUERDO N-S - ANGEL GANIVET-AV. MEDITERRANEO;443243.053903;4473478.126392;-3.67020190;40.40810961
4193;495;2017;AV. MEDITERRANEO E-O - CRUZ DEL SUR-PL. CONDE CASAL;443431.540767;4473316.463676;-3.66796624;40.40666609
4194;495;13054;-;440690.781325;4472583.357344;-3.70019620;40.39987109
4195;495;13055;-;440657.018361;4472486.559178;-3.70058502;40.39899667
4196;495;13056;-;440596.094239;4472529.214261;-3.70130686;40.39937659
4197;495;13057;-;441281.014826;4473299.102909;-3.69330741;40.40636077
4198;495;13058;-;440492.466015;4472127.475173;-3.70249036;40.39575010
4199;495;14001;DR. CORTEZO S-N - (DR. CORTEZO-PL. JACINTO BENAVENTE);440409.840275;4474131.181316;-3.70365159;40.41379466
4200;495;14002;SAN SEBASTIAN N-S(ENTRADA AL CRUCE) - (ENTRADA AL CRUCE);440593.375204;4474150.224632;-3.70149029;40.41397934
4201;495;14003;ATOCHA E-O - (SAN SEBASTIAN-DR. CORTEZO);440543.024524;4474116.427525;-3.70208055;40.41367127
4202;495;14004;MAGDALENA O-E - (ENTRADA AL CRUCE);440637.900966;4473969.472147;-3.70094865;40.41235419
4203;495;14005;ATOCHA E-O - (LEON-SAN SEBASTIAN);440668.113495;4474050.212153;-3.70060013;40.41308370
4204;495;14006;SAN EUGENIO O-E - (ENTRADA AL CRUCE);440905.240755;4473799.682262;-3.69778217;40.41084367
4205;495;14007;ATOCHA E-O - (SAN EUGENIO-MOTARIN);440909.328413;4473890.804968;-3.69774247;40.41166483
4206;495;14008;ATOCHA E-O - SAN PEDRO-SAN EUGENIO;441043.544506;4473801.409520;-3.69615241;40.41086904
4207;495;14009;MARQUES DE LA VALDAVIA S-N - (ENTRADA AL CRUCE);441052.086763;4473313.400618;-3.69600650;40.40647339
4208;495;14010;MALLORCA N-S - (ENTRADA AL CRUCE);440891.537996;4473385.364513;-3.69790516;40.40711030
4209;495;14011;RONDA VALENCIA E-O - (MARQUES VALDAVIA-MALLORCA);440958.157264;4473327.839829;-3.69711475;40.40659681
4210;495;14014;MESON DE PAREDES N-S - (MIGUEL SERVET-RONDA VALENCIA);440588.041749;4473272.182078;-3.70147113;40.40606908
4211;495;14015;RONDA VALENCIAO-E - (MESON DE PAREDES-FRAY LUIS LEON);440683.320198;4473219.971072;-3.70034347;40.40560552
4212;495;14016;RONDA VALENCIA E-O - (MESON PAREDES-GLORIETA EMBAJADORES);440617.040483;4473206.611588;-3.70112328;40.40548045
4213;495;14017;EMBAJADORES S-N - (SEBASTIAN ELCANO-GLORIETA EMBAJADORES);440564.275456;4473052.849008;-3.70173071;40.40409151
4214;495;14018;EMBAJADORES N-S(GLORIETA EMBAJADORES-MORATINES) - (GLORIETA EMBAJADORES-MORATINES);440522.024749;4473100.520216;-3.70223304;40.40451793
4215;495;14019;Pº ACACIAS O-E(PEÑUELAS-GLORIETA EMBAJADORES) - (PEÑUELAS-GLORIETA EMBAJADORES);440319.524954;4473085.569795;-3.70461790;40.40436876
4216;495;14020;RONDA TOLEDO O-E(SORIA-GLORIETA EMBAJADORES) - (SORIA-GLORIETA EMBAJADORES);440289.760728;4473195.458965;-3.70497896;40.40535656
4217;495;14021;MIGUEL SERVET N-S - (MESON PAREDES-RONDA TOLEDO);440555.182944;4473260.909033;-3.70185730;40.40596517
4218;495;14022;Pº ACACIAS E-O - (EMBAJADORES-Pº ESPERANZA);440235.663622;4473069.330251;-3.70560460;40.40421644
4219;495;14023;Pº ESPERANZA S-N - (MORATINES-Pº ACACIAS);440208.989529;4472941.091346;-3.70590688;40.40305928
4220;495;14024;Pº ACACIAS E-O - (Pº ESPERANZA-GASOMETRO);440118.169319;4473028.174628;-3.70698528;40.40383725
4221;495;14025;GASOMETRO S-N - (Pº ACACIAS-RONDA TOLEDO);440028.206503;4473074.393592;-3.70804974;40.40424714
4222;495;14026;Pº ACACIAS O-E - (Pº ESPERANZA-GASOMETRO);440086.571579;4473002.572201;-3.70735520;40.40360434
4223;495;5024;JORGE JUAN O-E - Pº CASTELLANA-SERRANO;441650.081800;4475279.416149;-3.68913993;40.42422648
4224;495;6008;PRINCIPE VERGARA, 88 S-N - GENERAL ORAA-MARIA MOLINA;442505.000744;4476610.150716;-3.67918298;40.43627399
4225;495;6009;MARIA MOLINA (DEBAJO TUNEL) O-E - SERRANO-VELAZQUEZ;442050.931058;4476768.676250;-3.68455075;40.43767056
4226;495;14027;Pº ACACIAS O-E - (Pº LOS OLMOS-GASOMETRO);439947.916338;4472954.834659;-3.70898460;40.40316430
4227;495;14028;Pº ACACIAS E-O - (GASOMETRO-Pº LOS OLMOS);439939.255902;4472964.798298;-3.70908759;40.40325343
4228;495;14029;Pº DE LOS OLMOS N-S - (RONDA TOLEDO-Pº ACACIAS);439798.101137;4473016.900145;-3.71075585;40.40371260
4229;495;14030;Pº ACACIAS O-E - (PIRAMIDES-DR. VALLEJO NAJERA);439718.867815;4472833.049158;-3.71167210;40.40205064
4230;495;14031;EMBAJADORES S-N - (SANTA MARIA CABEZA-PALOS DE LA FRONTERA);440712.439464;4472802.102311;-3.69996139;40.40184320
4231;495;14032;EMBAJADORES N-S - (LABRADOR-SANTA MARIA CABEZA);440687.943594;4472820.058766;-3.70025170;40.40200323
4232;495;11041;HIERRO N-S - ANTRACITA-BRONCE;441544.236219;4471438.183671;-3.69003457;40.38961506
4233;495;14033;LABRADOR O-E - (M. VARGAS-EMBAJADORES);440608.783092;4472843.205990;-3.70118667;40.40220610
4234;495;14034;EMBAJADORES S-N - (PALOS FRONTERA-SEBASTIAN ELCANO);440622.269024;4472955.960671;-3.70103827;40.40322282
4235;495;14035;PALOS DE LA FRONTERA E-O - (BERNARDINO OBREGON-EMBAJADORES);440746.377602;4472914.503884;-3.69957194;40.40285820
4236;495;14036;EMBAJADORES N-S - (MORATINES-LABRADOR);440603.398915;4472962.859237;-3.70126128;40.40328362
4237;495;14037;MORATINES O-E - (M. VARGAS-EMBAJADORES);440520.035468;4472996.690302;-3.70224678;40.40358244
4238;495;14038;RDA. TOLEDO E-O - (EMBAJADORES-RIBERA DE CURTIDORES);440207.037673;4473228.099931;-3.70595685;40.40564467
4239;495;14041;RONDA TOLEDO O-E - (TOLEDO-GASOMETRO);439918.886578;4473289.031525;-3.70935823;40.40617282
4240;495;14042;Pº YESERIAS N-S - (ENTRADA AL CRUCE);439976.270601;4472474.135507;-3.70860513;40.39883594
4241;495;14043;NAVES N-S - (ENTRADA AL CRUCE);440116.221964;4472367.471172;-3.70694604;40.39788513
4242;495;15001;Pº PRADO S-N - MONTALBAN-PL. CIBELES (LATERAL);441336.681574;4474630.508824;-3.69277424;40.41835873
4243;495;15002;Pº PRADO S-N - PL. CANOVAS DEL CASTILLO-PL. CIBELES;441283.152588;4474519.098889;-3.69339486;40.41735132
4244;495;15004;Pº RECOLETOS N-S - PRIM-PL. CIBELES;441397.253215;4474964.683841;-3.69209112;40.42137343
4245;495;15005;BARQUILLO N-S - INFANTAS-ALCALA;441097.918875;4474762.696134;-3.69560065;40.41953268
4246;495;15006;ALCALA E-O - PL. CIBELES-BARQUILLO;441206.871381;4474731.090433;-3.69431354;40.41925566
4247;495;15007;ALCALA E-O - BARQUILLO-GRAN VIA;441068.325663;4474698.102696;-3.69594346;40.41894869
4248;495;15008;ALCALA O-E - GRAN VIA-CEDACEROS (MICRO P.M.5);440940.753325;4474652.539554;-3.69744287;40.41852918
4249;495;15009;ALCALA O-E - GRAN VIA-MARQUES CUBAS (MICRO P.M.6);441064.666910;4474676.906919;-3.69598462;40.41875748
4250;495;15010;ALCALA O-E - CEDACEROS-GRAN VIA;440879.421431;4474615.595106;-3.69816232;40.41819201
4251;495;15011;CEDACEROS S-N - CARRERA SAN JERONIMO-ALCALA;440852.439792;4474540.137031;-3.69847331;40.41751032
4252;495;15012;ALCALA E-O - CEDACEROS-PELIGROS;440799.652829;4474596.009715;-3.69910068;40.41800990
4253;495;15013;PELIGROS S-N - ALCALA-GRAN VIA;440767.731396;4474627.379546;-3.69947984;40.41829023
4254;495;15014;CRUZ S-N - (ENTRADA A CRUCE);440664.907734;4474412.582964;-3.70067172;40.41634790
4255;495;15015;(TACTICO) CARRERA SAN JERONIMO O-E - PTA. SOL-PL. CANALEJAS;440651.809153;4474445.335015;-3.70082916;40.41664201
4256;495;15016;GRAN VIA S. FRANCISCO S-N - SAN BERNABE-CRA. SAN FRANCISCO;440715.119042;4474497.458835;-3.70008784;40.41711609
4257;495;15019;BARQUILLO N-S - GRAVINA-AUGUSTO FIGUEROA;441097.743191;4475061.576445;-3.69563041;40.42222514
4258;495;15021;PRIM E-O - CONDE XIQUENA-BARQUILLO;441167.336056;4475025.703088;-3.69480679;40.42190689
4259;495;97037;BAILEN N-S - CUESTA DE LA VEGA-DON PEDRO;439564.149890;4474215.004370;-3.71362654;40.41448878
4260;495;97038;CUESTA DE LA VEGA O-E - CCUESTA - BAILEN;439476.108298;4474282.963222;-3.71467065;40.41509459
4261;495;97039;BAILEN N-S - REQUENA-CUESTA DE LA VEGA;439575.431909;4474346.533466;-3.71350607;40.41567448
4262;495;97041;BAILEN S-N  - DON PEDRO-MAYOR;439573.377106;4474218.170511;-3.71351810;40.41451797
4263;495;97043;CRA. SAN FRANCISCO E-O - ISIDRO LABRADOR-GRAN VIA SAN FRANCISCO;439646.998594;4473828.598091;-3.71261344;40.41101384
4264;495;97044;- CRA. SAN FRANCISCO-SAN BERNABE;439541.656776;4473715.954963;-3.71384419;40.40999146
4265;495;97045;- SAN BERNABE-CRA. SAN FRANCISCO;439573.676714;4473659.069515;-3.71346144;40.40948133
4266;495;97046;-;439542.500806;4473624.318141;-3.71382554;40.40916601
4267;495;97047;MILANESES N-S(ENTRADA A MAYOR) - CUESTA SNTIAGO - MAYOR;439912.253292;4474387.096981;-3.70954015;40.41606429
4268;495;97048;MAYOR O-E - PL. VILLA-MILANESES;439857.177458;4474333.725825;-3.71018423;40.41557952
4269;495;97049;MAYOR O-E - COMANDANTE MORENAS-BORDADORES;440038.085766;4474390.395310;-3.70805740;40.41610309
4270;495;97050;PL. COMANDANTE MORENAS N-S - FUENTES - C. SANTIAGO;439990.041304;4474420.825371;-3.70862653;40.41637375
4271;495;15300;PL. CIBELES S-N - DELANTE GRUPO 11 (MICRO P.M.6);441336.359811;4474714.810896;-3.69278580;40.41911815
4272;495;15301;PL. CIBELES N-S - DELANTE GRUPO 9 (MICRO P.M.2);441272.261182;4474721.931216;-3.69354197;40.41917777
4273;495;15302;PL. CIBELES S-N - DELANTE GRUPO 12 (MICRO P.M.7);441343.277729;4474767.901896;-3.69270916;40.41959691
4274;495;15303;ALCALA E-O - DELANTE GRUPO 1 (MICRO P.M.1);441014.621721;4474682.788532;-3.69657503;40.41880692
4275;495;15305;ALCALA E-O - DELANTE GRUPO 3 (MICRO P.M.4);440997.151046;4474657.830699;-3.69677863;40.41858085
4276;495;15306;ALCALA O-E - DELANTE GRUPO 5 (MICRO P.M.2);440992.878996;4474671.750752;-3.69683027;40.41870595
4277;495;97303;MAYOR O-E - ANTERIOR GRUPO 6;439580.546296;4474275.501904;-3.71343905;40.41503496
4278;495;97304;MAYOR O-E - DELANTE GRUPO 6;439629.788740;4474281.011548;-3.71285920;40.41508817
4279;495;97305;BAILEN N-S(GIRO IZDA. A MAYOR) - BAILEN N-S(GIRO IZDA. A MAYOR);439575.893006;4474310.083316;-3.71349718;40.41534615
4280;495;16001;AMANIEL O-E - REYES-NOVICIADO (FRENTE ESTACION);439920.360287;4475280.749858;-3.70952906;40.42411535
4281;495;16002;REYES O-E - SAN BERNARDO-AMANIEL FRENTE MINISTERIO JUSTICIA);440016.498472;4475303.033354;-3.70839794;40.42432303
4282;495;16003;ALAMO S-N - GENERAL MITRE-REYES;439962.317984;4475238.418594;-3.70903049;40.42373704
4283;495;16005;SAN LEONARDO E-O - MAESTRO GUERRERO-PRINCESA;439773.062272;4475337.964786;-3.71127075;40.42462012
4284;495;16006;PL. ESPAÑA N-S - SAN LEONARDO-CUESTA SAN VICENTE;439747.136102;4475276.301784;-3.71157051;40.42406275
4285;495;16007;CUESTA SAN VICENTE O-E - GRAN VIA-FERRAZ;439760.845780;4475176.394607;-3.71139943;40.42316373
4286;495;16008;PL. ESPAÑA S-N - REYES-SAN LEONARDO;439781.004669;4475236.969257;-3.71116756;40.42371088
4287;495;16009;GENERAL MITRE E-O - ALAMO-GRAN VIA;439891.618553;4475182.578565;-3.70985857;40.42322890
4288;495;16010;GRAN VIA N-S - DR. CARRACEDO-ISABEL LA CATOLICA;439894.091797;4475120.633451;-3.70982355;40.42267105
4289;495;16011;GRAN VIA, 57 N-S - ISABEL LA CATOLICA-SAN BERNARDO;439973.597320;4475052.546548;-3.70887998;40.42206343
4290;495;16012;ISABEL LA CATOLICA O-E - PZA. SANTO DOMINGO-GRAN VIA;439939.357342;4475018.739638;-3.70928038;40.42175641
4291;495;16013;FLOR BAJA O-E - LEGANITOS-GRAN VIA;439887.056456;4475078.105037;-3.70990246;40.42228742
4292;495;16014;GRAN VIA, 64 S-N - GARCIA MOLINAS-GENERAL MITRE;439916.077710;4475114.516832;-3.70956383;40.42261754
4293;495;16015;(AFOROS) SAN BERNARDO, 37 E-O - ANTONIO GRILO-GRAN VIA;440078.162058;4475114.611099;-3.70765332;40.42263007
4294;495;16016;GRAN VIA, 51 N-S - SAN BERNARDO-SILVA;440085.678859;4474960.594844;-3.70755021;40.42124316
4295;495;16017;SAN BERNARDO, 15 O-E - PL. SANTO DOMINGO-GRAN VIA;440026.038450;4474910.177037;-3.70824842;40.42078468
4296;495;16018;(AFOROS) SAN BERNARDO, 15 E-O - GRAN VIA-PL. SANTO DOMINGO;440019.128019;4474908.571779;-3.70832972;40.42076972
4297;495;16019;GRAN VIA, 64 S-N - SAN BERNARDO-GARCIA MOLINAS;440024.475407;4475022.329825;-3.70827742;40.42179489
4298;495;16021;SILVA O-E - PL. SANTO DOMINGO-GRAN VIA;440057.837864;4474893.441681;-3.70787203;40.42063620
4299;495;16023;GRAN VIA, 39 N-S - PL. CALLAO-MESONEROS ROMANOS;440290.417301;4474845.145494;-3.70512613;40.42021785
4300;495;16025;MESONERO ROMANOS O-E - ABADA-GRAN VIA;440366.298869;4474784.715217;-3.70422605;40.41967891
4301;495;16026;(AFOROS) GRAN VIA, 44 S-N - JIMENEZ QUESADA-MESONERO ROMANOS;440408.087895;4474842.058483;-3.70373887;40.42019849
4302;495;16027;JIMENEZ QUESADA E-O - DESENGAÑO-GRAN VIA;440472.228370;4474876.660872;-3.70298611;40.42051479
4303;495;16029;TRES CRUCES O-E - PL. DEL CARMEN-GRAN VIA;440488.088643;4474763.185297;-3.70278854;40.41949368
4304;495;16031;Pº FLORIDA, 11 N-S - MOZART-ENTRADA ESTACION DEL NORTE;438908.202989;4474983.634786;-3.72143121;40.42136507
4305;495;16033;(AFOROS) HORTALEZA, 11 O-E - GRAN VIA-INFANTAS;440634.197512;4474846.653928;-3.70107420;40.42025605
4306;495;16034;GRAN VIA, 19 N-S - MONTERA-PELIGROS;440672.161273;4474809.233106;-3.70062324;40.41992165
4307;495;16035;GRAN VIA S-N - VICTOR HUGO-CLAVEL;440862.228536;4474750.649436;-3.69837753;40.41940743
4308;495;16036;GRAN VIA N-S - PELIGROS-CABALLERO DE GRACIA;440804.241392;4474764.332870;-3.69906228;40.41952657
4309;495;16037;GRAN VIA N-S - PELIGROS-CABALLERO DE GRACIA;440720.748616;4474805.228556;-3.70005019;40.41988904
4310;495;16038;HORTALEZA, 26 O-E - INFANTAS-SAN MARCOS;440691.957777;4474961.695110;-3.70040413;40.42129652
4311;495;16039;INFANTAS S-N - PL. VAZQUEZ DE MELLA-HORTALEZA;440721.346616;4474908.924186;-3.70005280;40.42082322
4312;495;16040;AUGUSTO FIGUEROA S-N - ESQUINA C/ PELAYO;440845.321401;4475089.577907;-3.69860835;40.42245947
4313;495;16042;CUESTA SAN VICENTE O-E - BAILEN-GRAN VIA;439664.576859;4475089.348537;-3.71252591;40.42237260
4314;495;16043;BAILEN S-N - LATERAL;439646.262687;4474927.467234;-3.71272642;40.42091296
4315;495;16044;(MICRO) CUESTA SAN VICENTE E-O - BAILEN-GRAN VIA;439556.206044;4475002.576877;-3.71379505;40.42158305
4316;495;16045;FERRAZ N-S - LATERAL;439525.021468;4475128.234978;-3.71417457;40.42271277
4317;495;16046;CUESTA SAN VICENTE, 14 O-E - ARRIZA-BAILEN;439469.813164;4474910.308862;-3.71480457;40.42074557
4318;495;16047;(TACTICO) SALIDA JARDINES PALACIO REAL -;439393.122868;4474834.199434;-3.71570124;40.42005436
4319;495;16048;ARRIAZA N-S - IRUN-CUESTA SAN VICENTE;439370.385980;4474958.697554;-3.71598112;40.42117424
4320;495;16049;CUESTA SAN VICENTE O-E - SALIDA CALLE 30-ARRIAZA;439221.565000;4474856.277320;-3.71772546;40.42024073
4321;495;16050;CUESTA SAN VICENTE E-O - Pº DEL REY-GTA. SAN VICENTE;439154.766485;4474871.369530;-3.71851424;40.42037180
4322;495;16051;PASEO DEL REY N-S - IRUN-CUESTA SAN VICENTE;439188.991750;4474950.524583;-3.71811840;40.42108737
4323;495;16052;Pº VIRGEN DEL PUERTO S-N - C. DE PLASENCIA-GTZ. SAN VICENTE;439009.870136;4474663.641191;-3.72020217;40.41848988
4324;495;16053;M-30 SALIDA TUNEL O-E - ENTRADA GTA. SAN VICENTE (90mts);438982.942586;4474712.222760;-3.72052421;40.41892555
4325;495;16054;SEGOVIA, 65 E-O - RONDA SEGOVIA-Pº VIRGEN DEL PUERTO;439107.433597;4474163.875016;-3.71900438;40.41399488
4326;495;16055;Pº VIRGEN DEL PUERTO, 13 S-N - MANZANARES-SEGOVIA;438926.397210;4474052.619677;-3.72112732;40.41297938
4327;495;16056;PUENTE DE SEGOVIA O-E - Pº EXTREMADURA-Pº VIRGEN DEL PUERTO;438780.649189;4474163.188124;-3.72285567;40.41396472
4328;495;16059;RONDA SEGOVIA S-N - ALGECIRAS-SEGOVIA;439252.088847;4474041.792701;-3.71728786;40.41290568
4329;495;16060;SEGOVIA, 61 O-E - MAZARREDO-RONDA SEGOVIA;439173.739901;4474152.176035;-3.71822180;40.41389434
4330;495;16061;CUESTA DE LA VEGA N-S - C. DE PLASENCIA-SEGOVIA;439292.016854;4474223.180451;-3.71683461;40.41454263
4331;495;16062;(TACTICO) Pº VIRGEN DEL PUERTO N-E - GIRO CIUDAD DE PLASENCIA;438953.961554;4474275.882281;-3.72082389;40.41499266
4332;495;16065;(TACTICO) MOZART N-S -;438897.910817;4475055.105329;-3.72155939;40.42200816
4333;495;16301;(MICRO) CUESTA SAN VICENTE S-N - DELANTE GRUPO 2 (P.M.2);439642.823884;4475070.781014;-3.71278056;40.42220376
4334;495;16302;(MICRO) CUESTA SAN VICENTE S-N - GIRO FERRAZ INTERNO (P.M.3);439618.982660;4475027.963384;-3.71305751;40.42181630
4335;495;16303;(MICRO) CUESTA SAN VICENTE S-N - DELANTE GRUPO 4 (P.M.4);439600.409061;4475021.553967;-3.71327583;40.42175721
4336;495;16304;(MICRO) CUESTA SAN VICENTE N-S - DELANTE GRUPO 5 (P.M.5);439590.035973;4475031.269351;-3.71339902;40.42184398
4337;495;17001;FDEZ. DE LOS RIOS O-E - PRINCESA-ARCIPRESTE DE HITA;439125.984040;4476561.994836;-3.71901544;40.43559966
4338;495;17002;PRINCESA S-N - PL. MONCLOA-Pº MORET;439133.331817;4476425.734122;-3.71891577;40.43437270
4339;495;17003;PRINCESA N-S - GIRO IZDA. FERNANDO CATOLICO;439118.802636;4476437.348024;-3.71908816;40.43447625
4340;495;17004;Pº MORET ENTRADA O-E - MARTIN DE LOS HEROS-PRINCESA;438971.296984;4476425.417810;-3.72082599;40.43435796
4341;495;17005;PRINCESA S-N - MELENDEZ VALDES-PL. MONCLOA;439198.725716;4476304.546014;-3.71813322;40.43328576
4342;495;17006;MELENDEZ VALDES E-O - ARCIPRESTE DE HITA-PRINCESA;439256.221862;4476297.864878;-3.71745477;40.43322977
4343;495;17010;PRINCESA N-S - ALTAMIRANO-MARQUES DE URQUIJO;439323.563149;4476057.866138;-3.71663796;40.43107267
