cod,nombre,Lat,Long,ocupacion,intensidad
53026,Av. Daroca  - Lago Constanza-Trece Rosas,40.42684317,-3.64642920,3,340
53027,Av. Daroca - Lago Constanza-Ledesma,40.42674006,-3.64595277,4,980
53028,Av. Daroca - Av. Francisco Largo Caballero-Lago Constanza,40.42613635,-3.64482379,8,900
53029,Av. Trece Rosas  - Av. Trece Rosas-Pl. Agustín González,40.42648829,-3.64694507,36,600
53030,Lago Constanza (puerta Principal Cementerio) - Lago Constanza-Av. Daroca,40.42601095,-3.64543575,53,560
53031,Av. Daroca - Francisco Villaespesa-Av. Daroca,40.42714178,-3.64558727,0,40
53032,C/. José María Pereda  - Servando Batanero-Francisco Villaespesa,40.42940800,-3.64775519,3,120
53033,C/. Ezequiel Solana  - Ezequiel Solana-Francisco Villaespesa,40.42877485,-3.64341769,3,180
53034,C/. Ezequiel Solana  - Servando Batanero- Francisco Villaespesa,40.42996545,-3.64441052,3,100
53035,C/. Ezequiel Solana  - Ezequiel Solana-Vital Aza,40.43111027,-3.64528444,3,120
53036,C/. Vital Aza - Gutierre de Cetina-Ezequiel Solana,40.43107361,-3.64426652,7,280
53037,C/. Vital Aza - Hermanos García Noblejas-José Arcones Gil,40.43392691,-3.63742386,3,480
53039,Carril de giro Marqués de Corbera a Montejurra - Ricardo Ortíz-Montejurra,40.42398775,-3.65426084,0,40
53041,C/. Luis Ruiz  - Vital Aza-Ascao,40.43186738,-3.63910428,2,100
53042,C/. Luis Ruíz - Braulio Gutiérrez-Francisco Rioja,40.43014484,-3.63780777,30,920
53043,C/. Francisco Rioja - Francisco Rioja-Luis Ruíz,40.43005902,-3.63870613,5,180
53044,C/. Francisco Villaespesa - José María Pereda-Ledesma,40.42888216,-3.64743890,3,380
53045,C/. Francisco Villaespesa  - Lago Constanza-Ledesma,40.42913540,-3.64624166,16,940
53046,C/. Ledesma  - Ledesma-Francisco Villaespesa,40.42862618,-3.64669720,14,560
53047,Av. Daroca - Av. Daroca-Francisco Largo Caballero,40.42252159,-3.63826290,8,600
53048,Av. Daroca  - Av. Daroca-Francisco Largo Caballero,40.42365992,-3.64041660,4,700
53049,C/. Francisco Largo Caballero - Av. Daroca-Nicolás Salmerón,40.42311726,-3.63693768,4,800
53050,C/. Francisco Largo Caballero  - José Arcones Gil-Av. Daroca,40.42318716,-3.63440178,1,440
53051,C/. Francisco Largo Caballero - José Arcones Gil-Av. Daroca,40.42324804,-3.63808700,2,820
53052,C/. Nicolás Salmerón  - Villaescusa-Francisco Largo Caballero,40.42259685,-3.63558422,5,600
53401,Av. Marqués de Corbera - Santa Prisca-Teresa Sáinz Heredia,40.42613341,-3.65140380,81,60
53402,C/. Francisco Villaespesa - Ledesma-Francisco Villaespesa,40.42895114,-3.64745853,4,280
53403,C/. José María Pereda - José María Pereda-Francisco Villaespesa,40.42905066,-3.64767900,6,140
53404,C/. Francisco Villaespesa - Francisco Villaespesa-Ledesma,40.42897271,-3.64696758,0,0
53405,C/. Francisco Villaespesa - Francisco Villaespesa-Lago Constanza,40.42915967,-3.64571251,0,0
53406,C/. Francisco Villaespesa - Francisco Villaespesa-Salas Barbadillo,40.42918698,-3.64518906,39,60
53407,C/. Salas Barbadillo - Salas Barbadillo-Francisco Villaespesa,40.42903642,-3.64497852,71,340
53408,C/. Francisco Villaespesa - Berastegui-Ezequiel Solana,40.42941711,-3.64371185,22,20
53409,C/. Francisco Villaespesa - Ezequiel Solana-Berástegui,40.42950453,-3.64268334,0,0
53410,C/. Ascao - Ascao-Emilio Ferrari,40.43030020,-3.64045974,49,340
53411,Pl. Villaflor - Vital Aza-Ascao,40.43256696,-3.63580795,3,40
53412,C/. Luis Ruíz - Luis Ruíz-Braulio Gutiérrez,40.42904238,-3.63683004,88,40
53413,C/. Vereda del Carmen - Vereda del Carmen-Av. Daroca,40.42931170,-3.65164366,42,60
53414,C/. San Marcelo - San Marcelo-Ricardo Ortíz,40.42701914,-3.65828708,82,100
53415,C/. María Teresa Sáenz de Heredia  - María Teresa Sáenz de Heredia-José Luis Arrese,40.42187397,-3.65491928,16,40
54001,Av. Daroca  - Av. Daroca-Casalarreina,40.40876697,-3.61648646,2,480
54002,C/. Casalarreina  - Camino Viejo de Vicálvaro-Av. Daroca,40.40693513,-3.61612325,31,1100
54003,Av. Daroca  - Casalareina-Calahorra,40.40757906,-3.61484815,4,220
54004,C/. Casalarreina - Av. Daroca-Ezcaray,40.40811124,-3.61470168,11,900
54005,C/. Casalarreina  - Ezcaray-Av. Daroca,40.40865994,-3.61421140,4,540
54006,Av. Daroca  - Calahorra-Casalarreina,40.40695872,-3.61377120,3,360
54007,C/. Calahorra  - Calahorra-Av. Daroca,40.40738807,-3.61286180,1,200
54008,Av. Daroca  - Camino Viejo de Vicálvaro-Calahorra,40.40604122,-3.61255035,33,420
54009,Av. Daroca - Calahorra-Camino Viejo de Vicálvaro,40.40504100,-3.61123227,5,120
54010,Camino Viejo de Vicálvaro - Calahorra-San Cipriano,40.40422807,-3.61064589,1,60
54011,C/. San Cipriano - Villalmanzo-Lago Van,40.40405670,-3.60674714,15,220
54012,C/. San Cipriano  - Jardín de la Duquesa-Lago Leman,40.40402057,-3.60505596,16,100
54013,Pº. Artilleros  - Villardondiego-Camino Viejo de Vicálvaro,40.40528760,-3.60918742,1,260
54014,Pº. Artilleros  - Villardondiego-Villajimena,40.40623688,-3.60919416,2,260
54015,Pº. Artilleros - Villajimena-Villablanca,40.40829268,-3.60942292,6,520
54016,Pº. Artilleros - Casalarreina-Calahorra,40.40852228,-3.60962572,2,360
54017,Av. Vicálvaro a Canillejas - Av. Vicálvaro a Canillejas-Pl. Vicalvarada,40.41080754,-3.60996240,5,820
54018,C/. Villablanca  - Los Manantiales-Pº Artilleros,40.40910092,-3.60832559,6,660
54019,C/. Villablanca  - Villajimena- Los Manantiales,40.40756112,-3.60454394,6,700
54020,C/. Villablanca   - Villajimena-Viñedos,40.40733129,-3.60448460,3,460
54021,C/. Casalarreina  - Cordovín-Ezcaray,40.40933786,-3.61237390,5,600
54022,C/. Casalarreina  - Ezcaray-Cordovín,40.40918206,-3.61286129,7,720
54023,C/. Calahorra  - Av. Daroca-Camino Viejo de Vicálvaro,40.40567273,-3.61489095,1,120
54024,Camino Viejo de Vicálvaro - Av. Democracia-Calahorra,40.40527852,-3.61625561,2,240
54026,C/. Calahorra  - Calahorra-Pº Artilleros,40.40767118,-3.61068988,2,140
54027,San Cipriano - Lago Van-Villalmanzo,40.40411214,-3.60671141,3,160
54031,Av. Daroca - Casalarreina-Av.Daroca,40.40869963,-3.61622698,4,680
54032,San Cipriano  - Daroca - Pº Artilleros,40.40412169,-3.60975196,5,160
54401,C/. Casalarreina - Giro Izquierda - Camino Viejo de Vicálvaro-Cordovín,40.40941981,-3.61143006,51,60
54402,C/. Villajimena - Villablanca-Pº Artilleros,40.40758123,-3.60910344,77,140
55001,Ctra. Canillas  - Carril del Conde-Matapozuelos,40.46336642,-3.65251379,3,320
55002,Ctra. Canillas  - Matapozuelos-Ricardo San Juán,40.46325239,-3.65189609,3,540
55003,Ctra. Canillas - Utrillas- Javier Quinto,40.46416679,-3.64404309,4,400
55004,Ctra. Canillas  - Javier Quinto-Utrillas,40.46421102,-3.64413767,4,620
55005,Ctra. Canillas  - Javier Quinto-Torquemada,40.46524492,-3.64030769,3,300
55006,Ctra. Canillas - Torquemada-Javier Quinto,40.46529658,-3.64045816,5,580
55007,Ctra. Canillas  - Torquemada-Emigrantes,40.46520279,-3.63772553,3,320
55008,Ctra. Canillas  - Emigrantes-Torquemada,40.46526763,-3.63779859,3,460
55009,C/. Moscatelar - Milán-Pl. Liceo,40.45714312,-3.64610228,5,580
55010,C/. Silvano - Colegio Liceo-Moscatelar,40.45828275,-3.64361564,25,280
55011,C/. Silvano - Algabeño-Av. Machupichu,40.46265733,-3.63679423,50,0
55012,C/. Silvano - Av. Machupichu-José Domingo Rus,40.46264011,-3.63402137,6,800
55013,C/. Silvano - José Domingo Rus-Av. Machupichu,40.46271825,-3.63406233,10,1060
55014,Puente Felipe Juvara - A2-Pl. Yucatán,40.44989778,-3.62628908,20,3280
55015,Av. de los Andes  - Abelias-Pl. Yucatán,40.45207863,-3.62676285,11,2220
55016,Av. de los Andes   - Abelias-Gta. Mar Caribe,40.45375695,-3.62419638,36,2700
55017,Av. de los Andes  - Mitra-Gta. Mar Caribe,40.45506598,-3.62134286,5,1420
55018,Av. de los Andes  - Boj -Añil,40.45648469,-3.61855367,35,1880
55021,Av. Machupichu  - Silvano-Mota del Cuervo,40.46382089,-3.63529335,16,1060
55022,C/. Emigrantes - Mota del Cuervo-Tribaldos,40.46639835,-3.63644742,3,540
55023,C/. Emigrantes  - Tribaldos-Ctra. Canillas,40.46633557,-3.63656613,5,700
55024,C/. Moscatelar - Estrecho de Torres-Asura,40.45715983,-3.65280561,2,300
55025,C/. Ulises - Ulises-Asura,40.45642118,-3.65534559,13,580
55026,C/. Silvano - Ángel Cavero-Moscatelar,40.45637966,-3.64503698,6,400
55027,Av. Machupichu  - Mota del Cuervo-Silvano,40.46378710,-3.63544302,7,840
55028,Av. Machupichu - Pl.Manuel Rodrigo-Silvano,40.46134821,-3.63472236,16,940
55029,C/. Peonias   - Peonias- Pl. Yucatan,40.45066339,-3.62547062,10,860
55030,Av. Machupichu  - Av. Papa Negro-Av. Piceas,40.45563581,-3.62348706,20,660
55031,Entrada desde M40 oeste - M-40 -  Av. los Andes,40.45878930,-3.61896708,2,280
55032,Entrada desde M40 este -  M40 - Av. Andes,40.45748628,-3.61582787,51,920
55033,C/.Asura - Asura-Moscatelar,40.45631414,-3.65361724,24,200
55034,C/.Asura - Carril del Conde-Moscatelar,40.45756906,-3.65476769,4,160
55035,C/. Liceo - Liceo-Silvano,40.45695125,-3.64297786,2,160
55036,C/.Silvano - Mosqueda-Haendel,40.46256039,-3.62616288,42,1620
55037,C/. Silvano - M-40-Haendel,40.46262474,-3.62433864,30,1120
55038,Av. Consejo de Europa - Consejo de Europa-M-40,40.45929503,-3.61664071,9,440
55039,C/. Emigrantes  - Tribaldos-Arequipa,40.46772953,-3.63719169,5,720
55040,Av. Machupichu  - Silvano-Pl. Manuel Rodrigo,40.46085563,-3.63401027,4,680
55041,Av. Machupichu - Florencio Castillo-Machaquito,40.45899905,-3.62646159,3,560
55042,Av. Machupichu  - Av. Piceas-Av. Papa Negro,40.45649335,-3.62389492,7,920
55043,Av. Machupichu  - Av. Papa Negro-Machaquito,40.45762215,-3.62476867,7,620
55044,Ctra. Canillas - Matapozuelos-Pegaso,40.46289417,-3.64988434,4,180
55045,Ctra. Canillas  - Pegaso-Servator,40.46301680,-3.64834012,100,0
55046,Ctra. Canillas - Utrillas-Servator,40.46336612,-3.64674448,10,520
55047,Ctra. Canillas  - Servator-Pegaso,40.46306086,-3.64838662,100,0
55048,Av. Machupichu - Machaquito-Av. del Papa Negro,40.45805693,-3.62534760,53,400
55049,Av. Machupichu - Antonio Larrazabal-Pl. Manuel Rodrigo,40.46079105,-3.63092100,6,1080
55050,Pl. Manuel Rodrigo - Algabeño-Machupichu,40.46033498,-3.63199687,6,160
55051,C/. Machaquito - Machaquito-Av. Machupichu,40.45762502,-3.62626088,8,260
55052,Av. Papa Negro - Estebán Palacios-Av. Machupichu,40.45796613,-3.62393156,6,240
55054,Av. de los Andes - Mahonia-Mitra,40.45686646,-3.61858069,17,1340
55055,C/. Mahonia - Av. Piceas-Av. de los Andes,40.45680880,-3.61954783,13,860
55056,Av. de los Andes - Gta. Mar Caribe-Abelias,40.45412655,-3.62387496,6,1660
55057,Av. de los Andes  - Pl. Yucatan-Abelias,40.45220679,-3.62644274,10,3180
55058,Av. de los Andes - Gta. Mar Caribe-Petunias,40.45488597,-3.62114979,5,1980
55059,Av. Machupichu  - Av. Papa Negro-Av. Piceas,40.45643892,-3.62399053,6,800
55060,Av. Machupichu  - Av. Piceas-Av. de los Andes,40.45504342,-3.62312943,9,760
55061,Av. Machupichu - Machaquito-Florencio Castillo,40.45939228,-3.62678493,7,1080
55062,Av. Machupichu - Pl. Manuel Rodrigo-Antonio Larrazabal,40.46069146,-3.63113018,2,580
55063,Ribera del Loira - C/ Ribera del Sena-Av. Consejo de Europa,40.46022812,-3.61763615,1,220
55401,C/. Carril del Conde  - Carril del Conde-Ctra. Canillas,40.46323124,-3.65299421,63,260
55402,C/. Ricardo San Juan - Ricardo San Juan-Ctra. Canillas,40.46391543,-3.65282732,1,60
55403,C/. Emigrantes - Trefacio-Tribaldos,40.46691523,-3.63681050,24,20
55404,C/. Francisco Mosqueda  - Ramón Power-Silvano,40.46279325,-3.62809324,73,220
55405,C/. Silvano - Liceo-Alcorisa,40.46084475,-3.64099746,1,40
55406,C/. Ángel Cavero - Milán-Silvano,40.45535546,-3.64645079,10,40
55407,C/. Sotillo - Sotillo-Av. Madroños,40.45680104,-3.63709903,38,220
55408,C/. Sotillo  - Sotillo-Av. Madroños,40.45724278,-3.63717977,25,180
55409,Av. Machupichu - Av. Piceas-Av. Papa Negro,40.45717628,-3.62441301,62,340
55410,Gta. Yucatán - Salida a A-2-Puente Felipe Juvara,40.45075014,-3.62664322,14,100
55411,C/. Abelias - Abelias-Av. de los Andes,40.45318871,-3.62521550,6,80
55412,C/. Jarilla - Av. Piceas-Av. de los Andes,40.45373092,-3.62555110,17,20
55413,Av. de los Andes - Av. de los Andes-Boj,40.45587583,-3.61944514,64,60
55414,C/. Añil - Hipercor-Av. de los Andes,40.45703430,-3.61774369,41,340
55415,C/. Ribera del Loira  - Av. Partenón-Av. Consejo de Europa,40.45966145,-3.61670496,15,160
56001,C/. López de Hoyos - Ctra. Canillas-López de Hoyos,40.46601880,-3.65489593,2,440
56002,C/. López de Hoyos - Guisona-Gran Vía de Hortaleza,40.46778839,-3.65342398,11,880
56003,C/. López de Hoyos - Guisona-Ángel Luis Herran,40.46888681,-3.65235382,2,220
56004,C/. López de Hoyos - Solsona-Ángel Luis Herran,40.47074241,-3.65082729,5,520
56005,C/. López de Hoyos  - Solsona-Valdetorres,40.47171597,-3.64987411,3,480
56006,C/. Mar Caspio  - Mar de las Antillas-Felipe Herranz,40.47360053,-3.64770358,5,520
56007,C/. Santa Susana - Mar Menor-Santa Virgilia,40.47667105,-3.64642000,7,200
56008,C/. Santa Susana - Santa Susana-Mar de las Antillas,40.47664583,-3.64653963,5,160
56009,Av. San Luis - Julio Dánvila-Ctra. Acceso Estación de Hortaleza,40.47129390,-3.65957278,5,499
56010,Av. San Luis  - Ctra. Acceso Estación de Hortaleza-Lorca,40.47134765,-3.65633513,8,360
56011,Av. San Luis - Luís Buitrago-Pl. Santos de la Humosa,40.47270433,-3.65043526,4,220
56012,C/. Valdetorres del Jarama  - Ángel Luis Herran-Av. San Luís,40.47228305,-3.64760362,3,460
56013,C/. Valdetorres del Jarama  - Angel Luis Herrán-Liberación,40.47058042,-3.64419114,5,600
56014,C/. Valdetorres del Jarama - Liberación-Mar de Kara,40.47072466,-3.64420694,7,420
56015,C/. Ayacucho - Mar Adriatico-Valdetorres del Jarama,40.46989031,-3.64070056,13,1660
56016,C/. Arequipa - Torquemada-Emigrantes,40.46902427,-3.64026142,7,1380
56017,C/. Ayacucho  - C.O.E.-Mar Adriático,40.46969901,-3.63665217,9,1260
56018,Ctra. Acceso Estación de Hortaleza - Monovar-Virgen del Carmen,40.47417316,-3.65584692,5,760
56019,Ctra. Acceso Estación de Hortaleza - Virgen del Carmen-Monovar,40.47417787,-3.65572286,3,440
56020,Ctra. Acceso Estación de Hortaleza  - Virgen del Carmen-Av. San Luis,40.47233405,-3.65693788,5,620
56021,Av. Gran Vía de Hortaleza - Av. Gran Vía de Hortaleza-López de Hoyos,40.46663273,-3.65557782,20,1780
56022,Av. Gran Vía de Hortaleza  - Haro-López de Hoyos,40.46719326,-3.65235240,56,1080
56023,Av. Gran Vía de Hortaleza - Tijuana-Javier Quinto,40.46875739,-3.64497862,5,700
56025,C/. Mar Caspio - Felipe Herranz-Mar de las Antillas,40.47371365,-3.64651212,7,400
56026,C/. Mar Negro  - Mar Menor-Mar de las Antillas,40.47385975,-3.64452696,16,499
56027,C/. Mar de las Antillas - Mar Menor-Mar Caspio,40.47509048,-3.64598544,10,200
56028,C/. Ángel Luis de la Herran - Valdetorres del Jarama-López de Hoyos,40.46990706,-3.65075047,23,40
56029,C/. Mar Adriático  - Chiquinquira-Ayacucho,40.47097160,-3.63922105,12,680
56030,Ctra. Acceso Estación de Hortaleza  - Capitán Cortés-Santa Adela,40.47870811,-3.65243448,41,940
56031,Ctra. Acceso Estación de Hortaleza  - M40-Ctra. Acceso Estación de Hortaleza,40.48000927,-3.65132223,9,1060
56032,Ctra. Acceso Estación de Hortaleza  - Doña Guiomar-Monovar,40.47582391,-3.65502054,4,720
56033,Ctra. Acceso Estación de Hortaleza  - Av. San Luís-Virgen del Carmen,40.47232976,-3.65680435,2,340
56034,C/. Virgen del Carmen - Totana-Ctra. Acceso Estación de Hortaleza,40.47331395,-3.65550257,2,140
56035,C/. Monovar - Monovar-Ctra. Acceso Estación de Hortaleza,40.47523547,-3.65617815,12,540
56036,C/. Barranquilla - Barranquilla-Gregorio Sánchez Herráez,40.47519024,-3.63934051,35,340
56037,C/. Gregorio Sánchez Herráez - Barranquilla-Barichara,40.47621865,-3.63864792,12,460
56038,C/. Gregorio Sánchez Herráez - M40-Vía de los Poblados,40.47654573,-3.63826572,21,800
56039,C/. Gregorio Sánchez Herráez - Las Carcavas-Gregorio Sánchez Herráez,40.47783863,-3.63611024,5,320
56040,C/. Gregorio Sánchez Herráez - Vía de los Poblados-M40,40.47720124,-3.63750038,7,440
56041,C/. Gregorio Sánchez Herráez  - Barichara-Santa Virgilia,40.47622317,-3.63870810,85,440
56042,C/. Santa Virgilia - Santa Virgilia-Gregorio Sánchez Herráez,40.47636922,-3.64016797,3,200
56043,Acceso M40 - M40-Gregorio Sánchez Herráez,40.47688118,-3.63874220,6,740
56044,C/. Vía de los Poblados  - Vía de los Poblados-Gregorio Sánchez Herráez,40.47694505,-3.63726383,5,220
56045,Av. Gran Vía de Hortaleza - Gran Vía de Hortaleza-Av. San Luis,40.46978027,-3.65757807,16,240
56401,C/. Gregorio Sánchez Herráez  - Vía de los Poblado-M40,40.47746478,-3.63731280,35,60
56402,Acceso M40 - M40-Gregorio Sánchez Herráez,40.47653498,-3.63850279,70,400
56403,C/. Totana - Totana-Virgen del Carmen,40.47340192,-3.65450506,51,100
56404,C/. Guisona - Guisona-López de Hoyos,40.46792580,-3.65355831,40,100
56405,C/. Nevado del Cumbal - Chiquinquira-Aconcagua,40.46899926,-3.63132117,79,420
56406,Ctra. Acceso Estación de Hortaleza - M40-Santa Adela,40.47932422,-3.65214075,37,180
56407,C/. Santa Adela   - Santa Adela-Ctra. Acceso Estación de Hortaleza,40.47912088,-3.65169946,70,600
57001,Av. Logroño  - Las Ramblas-Joaquín Ibarra,40.45995624,-3.59433858,7,540
57002,Av. Logroño - Bande-Manuel Aguilar Muñoz,40.46153285,-3.59122157,6,760
57003,Av. Logroño - Manuel Aguilar Muñoz-Los Brezos,40.46146064,-3.59094711,3,440
57004,Av. Logroño  - Basella-Bande,40.46252630,-3.58878047,5,600
57005,Av. Logroño - Los Brezos-Basella,40.46256186,-3.58855516,4,480
57006,Av. Logroño  - Bureta-Briones,40.46428690,-3.58616019,4,560
57007,Av. Logroño  - Bureta-San Severo,40.46442801,-3.58576140,7,940
57008,Av. Logroño - Gta. Hermita de la Soledad-San Severo,40.46588360,-3.58378531,5,760
57009,Av. Logroño - Av. General-Canal de Suez,40.46968143,-3.58139130,4,499
57010,Av. Logroño - Gonzalo de Céspedes-Canal de Suez,40.47117903,-3.58162234,8,1040
57011,Av. Logroño - Timón-Pajarones,40.47468262,-3.58228603,4,540
57012,Av. Logroño  - Pajarones-Timón,40.47452528,-3.58238197,7,780
57014,Av. Logroño - Isla de Cuba-Luis de la Mata,40.44993025,-3.61079086,6,1300
57015,C/. Alcalá - Jaca-A-2,40.44824374,-3.60971491,12,1480
57016,C/. Cartago - Cartago-A-2,40.44862891,-3.60838437,68,300
57017,Av. Logroño - Luis de la Mata-Isla de Cuba,40.44986861,-3.61066534,2,140
57018,C/. Bahía de Cádiz - C/. Bahía de Mahón-Av. Logroño,40.46124702,-3.59388643,6,360
57019,C/. Planeta - Av. General-Av. Logroño,40.47056738,-3.58071337,7,160
57020,Av. Logroño - Doblada-Pajarones,40.47692104,-3.58200482,8,1080
57021,Playa de Riazor - Arroyomolino - Av. Logroño,40.47568886,-3.58343165,2,240
57401,Av. Logroño - Bureta-Marqués Berna,40.46489214,-3.58515375,22,40
57402,Av. Logroño  - Av. Logroño-San Severo,40.46537830,-3.58446152,31,220
57403,C/. Bureta - Burriana-Av. Logroño,40.46452701,-3.58618804,28,180
57404,C/. Basella - Burriana-Av. Logroño,40.46329231,-3.58792105,66,60
57405,C/. Brezos - Antonio Sancha -Av. Logroño,40.46186759,-3.58961607,99,20
57406,Av. Logroño - Joaquín Ibarra-Las Ramblas,40.45870550,-3.59735523,42,80
57407,C/. Jardines de Aranjuez - Pº. de la Alameda-Av. Logroño,40.45386882,-3.60388782,12,460
57408,C/. Luis de la Mata - Av. Logroño-Galatea,40.45009550,-3.61193945,50,80
58001,AV.ABRANTES S-N(AV.POBLADOS-BESOLLA),40.37528171,-3.73504146,18,660
58002,AV.ABRANTES N-S(PL.VULCANO-BESOLLA),40.37639150,-3.73383553,37,360
58003,BESOLLA O-E(CALLE ANCIU-AV.ABRANTES),40.37634132,-3.73510681,0,0
58004,AV.ABRANTES S-N(CONDE-FARO),40.38117764,-3.72759214,5,240
58005,AV.ABRANTES N-S(PELICANO-ARGUESO),40.38225772,-3.72634981,0,60
58006,AV. ABRANTES S-N(PELICANO-PORTALEGRE),40.38343281,-3.72481357,8,420
58007,AV. ABRANTES N-S(BRAGANZA-PORTALEGRE),40.38447056,-3.72279630,3,240
58008,PORTALEGRE O-E(OPORTO-ABRANTES),40.38471220,-3.72381734,8,240
58009,FARO E-O(VIA LUSITANA-AV. ABRANTES),40.38104238,-3.72599328,3,180
58010,C.VIEJO LEGANES E-O(HERCULES-CARCASTILLO,40.37841330,-3.73325311,7,420
58011,CARCASTILLO SO-NE(BESOLLA-C.V.LEGANES),40.37892267,-3.73375409,2,120
58012,CARCASTILLO SO-NE(BESOLLA-C.V.LEGANES),40.37999332,-3.73283933,5,240
58013,C.V. LEGANES O-E(S.CLEMENTE-C.CAMPOAMOR),40.38008676,-3.73208802,5,240
58014,AV. ABRANTES O-E(BESOLLA-PL. VULCANO),40.37661799,-3.73336726,5,240
58015,AV.ABRANTES O-E(BESOLLA-PL.VULCANO) GIRO,40.37669784,-3.73336161,5,240
58016,AV. ABRANTES E-O(PL. VULCANO-BESOLLA),40.37760518,-3.73226372,5,300
59001,Av. Donostiarra - Av. Donostiarra-Virgen de la Roca,40.43498064,-3.65918141,3,380
59002,Av. Donostiarra - Virgen de la Roca-Virgen del Lluc,40.43472839,-3.65723493,7,440
59003,C/. José del Hierro - José de Hierro-Virgen del Sagrario,40.43602825,-3.65067181,6,320
59004,C/. José del Hierro    - Emilio Gastesi Fernández-Virgen del Sagrario,40.43701380,-3.64872446,8,380
59005,C/. Virgen del Lluc  - José del Hierro-Alcalde López Casero,40.43455873,-3.65445783,8,499
59006,C/. Virgen de la Alegría  - Virgen del Portillo-Virgen de Lluc,40.43516338,-3.65566429,5,860
59007,C/. Virgen de la Alegría - Virgen de la Alegría- Pl. José Banús,40.43387988,-3.65668210,1,260
59008,C/. Alcalde López Casero - Alcalá-Virgen de Lluc,40.43383125,-3.65576443,5,160
59009,C/. Virgen del Sagrario - Virgen del Portillo-José del Hierro,40.43717224,-3.65024577,1,120
59010,C/. Virgen del Sagrario - Virgen de Lluc-Elfo,40.43525626,-3.64865004,1,80
59011,C/. Virgen del Sagrario - Virgen de Lluc-José del Hierro,40.43576750,-3.64903879,100,0
59012,C/. Hermanos de Pablo    - Virgen del Portillo-José del Hierro,40.43860029,-3.64707537,3,200
59013,C/. Hermanos de Pablo    - Alcalá-Germán Pérez Carrasco,40.43525787,-3.64436302,17,1060
59014,C/. Hermanos de Pablo - José del Hierro-Virgen del Portillo,40.43868022,-3.64705123,6,340
59015,C/. Virgen del Portillo - José del Hierro-Fernández Cano,40.43932095,-3.64667800,6,560
59016,C/. Salvador de Madariaga - Virgen de Lourdees-Esteban Mora,40.43694703,-3.65748190,0,0
59017,C/. Salvador de Madariaga - Esteban Mora-Verdaguer y García,40.43890176,-3.65705245,7,460
59018,C/. Salvador de Madariaga - Verdaguer y García-Av. Badajoz,40.43998394,-3.65692819,8,380
59019,Av. Badajoz - Salvador de Madariaga-Martínez Villergas,40.44111628,-3.65576755,10,560
59020,Av. Badajoz - Martínez Villergas-Torrelaguna,40.44214984,-3.65411952,8,420
59021,Av. Badajoz - Aristóteles-Torrelaguna,40.44307169,-3.65281342,11,440
59022,Av. Badajoz - Torrelaguna-Martínez Villergas,40.44237557,-3.65388552,25,640
59023,Av. Badajoz - Martínez Villergas-Salvador de Madariaga,40.44114302,-3.65582529,17,820
59024,C/. Salvador de Madariaga - Av. Badajoz-Verdaguer y García,40.44041344,-3.65707303,5,640
59025,C/. Salvador de Madariaga - Verdaguer y García-Esteban Mora,40.43888161,-3.65713161,28,480
59026,C/. Esteban Mora   - María Nistal-Antonio Acuña,40.43764178,-3.65659578,13,680
59027,Acceso desde M-30 - M-30-Salvador de Madariaga,40.43773468,-3.65821401,7,460
59028,Av. Badajoz - M-30-Salvador de Madariaga,40.44079534,-3.65827097,16,1560
59029,C/. Martínez Villergas - Caribe-Av. Badajoz,40.44263787,-3.65494143,6,620
59030,C/. Torrelaguna          - Av. Badajoz-General Kirkpatrick,40.44212944,-3.65291972,34,760
59031,C/. Virgen del Portillo - Virgen del Sagrario-Virgen de Loreto,40.43561072,-3.65488851,27,520
59032,Av. Badajoz - Aristótles-Madre Antonia Paris,40.44342262,-3.65215825,39,200
59033,C/. Madre Antonia Paris - Agastia-Av. Badajoz,40.44434571,-3.65183840,5,160
59034,Virgen de Loreto  - Av. Donostiarra-Virgen del Portillo,40.43486431,-3.65561984,27,820
59035,C/. José del Hierro - Rosalia Trujillo-Doctor Vallejo,40.43977354,-3.64514289,27,420
59401,C/. Emilio Gastesi Fernández - Prudencio Álvaro-José del Hierro,40.43700250,-3.64833279,66,260
60001,BRAVO MURILLO E-O - (PL. CASTILLA-CONDE SERRALLO),40.46571273,-3.69059271,11,1380
60002,Pº CASTELLANA N-S - (SAN BENITO-PL.CASTILLA),40.46770725,-3.68926619,5,1380
60003,LATERAL PASEO DE LA CASTELLANA - (PL. CASTILLA-ROSARIO PINO),40.46281243,-3.69006636,16,960
60004,PASEO DE LA CASTELLANA - (FCO. GERVAS-SOR ANGELA DE LA  CRUZ),40.46077859,-3.68992221,13,2200
60005,PASEO DE LA CASTELLANA - (SOR ANGELA DE LA CRUZ-JUAN GRIS),40.45770665,-3.69022704,22,2620
60006,PASEO DE LA CASTELLANA - (GRAL. YAGÜE-PEDRO TEIXEIRA),40.45559493,-3.69042616,7,2240
60007,PASEO DE LA CASTELLANA - (RAFAEL SALGADO-PL. LIMA),40.45391944,-3.69058488,11,3500
60008,PASEO DE LA CASTELLANA - (PL. LIMA-HERMANOS PINZON),40.45069895,-3.69089644,8,3040
60009,PASEO DE LA CASTELLANA - (GENERAL PERON-RAIMUNDO FDEZ. VILLAVERDE),40.44806480,-3.69116270,9,2460
60010,(MICRO)PASEO DE LA CASTELLANA - (RAIMUNDO FDEZ. VILLAVERDE-SAN JUAN CRUZ),40.44568655,-3.69144760,12,3720
