cod,nombre,Lat,Long,ocupacion,intensidad
30008,(TACTICO) MOZART E-O - ENTRADA AL CRUCE,40.42463489,-3.72496809,0,0
30009,AV. VALLADOLID 65 N-S - LOECHES-DEPENDENCIA DE TRAFICO,40.42973154,-3.73066776,2,300
30010,AV. VALLADOLID 65 S-N - DEPENDENCIA DE TRAFICO-LOECHES,40.43069608,-3.73144438,56,940
30012,(AFOROS) AV. VALLADOLID N-S - AV. MARQUES DE MONISTROL-LOECHES,40.43252733,-3.73303075,6,560
30013,LOECHES O-E - ANICETO MARINAS-AV. VALLADOLID,40.43131977,-3.73287383,43,100
30019,MARTIN FIERRO N-S - JUAN HERRERA-OBISPO TREJO,40.43676702,-3.73185822,11,1220
30020,MARTIN FIERRO S-N - AV. SENECA-OBISPO TREJO,40.43574238,-3.73133858,35,720
30021,(TACTICO) OBISPO TREJO O-E - SENDA DEL REY-MARTIN FIERRO,40.43622442,-3.73199957,9,460
30022,(TACTICO) ARQUITECTO LOPEZ OTERO N-S - GIRO IZDA. JUAN HERRERA,40.43867472,-3.73265034,31,40
30023,JUAN DE HERRERA 6 E-O - AV. PUERTA HIERRO-MARTIN FIERRO,40.43870579,-3.73116440,8,1300
30024,(TACTICO) MARTIN FIERRO(GRUPO 5) - (EN RT),40.43811036,-3.73227649,26,100
31001,(MICRO) FRANCOS RODRIGUEZ E-O - LOPE HARO-MARGARITAS,40.45658944,-3.70553516,8,240
31002,FRANCOS RODRIGUEZ O-E - JUAN ENCINA-JERONIMA LLORENTE,40.45655198,-3.70592542,4,160
31003,FRANCOS RODRIGUEZ E-O - MARGARITAS-JOSE CALVO,40.45665248,-3.70693398,6,320
31004,FRANCOS RODRIGUEZ O-E - PAMPLONA-JUAN ENCINA,40.45659856,-3.70707103,1,120
31005,(AFOROS) FRANCOS RODRIGUEZ O-E - NUMANCIA-PAMPLONA,40.45698812,-3.70931665,6,540
31006,FRANCOS RODRIGUEZ E-O - Pº. DIRECCION-OFELIA NIETO,40.45733416,-3.71005160,0,80
31007,OFELIA NIETO N-S - ANTONIO NUÑEZ-FRANCOS RODRIGUEZ,40.45862097,-3.71080560,5,780
31008,PABLO IGLESIAS N-S - FRANCOS RODRIGUEZ-MOGUER,40.45718079,-3.71176573,24,1200
31009,FRANCOS RODRIGUEZ E-O - OFELIA NIETO-STO. ANGEL GUARDA,40.45773590,-3.71226328,4,440
31010,STO. ANGEL GUARDA N-S - SANCHEZ PRECIADO-FRANCOS RODRIGUEZ,40.45893037,-3.71272304,6,320
31011,FRANCOS RODRIGUEZ E-O - STO. ANGEL GUARDA-POLICIA),40.45796640,-3.71350874,3,560
31012,FRANCOS RODRIGUEZ O-E - DR.FEDERICO RUBIO Y GALI-PABLO IGLESIAS,40.45764248,-3.71261370,10,980
31013,FRANCOS RODRIGUEZ E-O - POLICIA-COLEGIO PALOMA,40.45839969,-3.71491272,2,360
31014,FRANCOS RODRIGUEZ O-E - POLICIA-STO. ANGEL GUARDA,40.45806498,-3.71415534,5,840
31015,FRANCOS RODRIGUEZ O-E - PIRINEOS-POLICIA,40.45846677,-3.71544910,52,520
31016,(AFOROS) FRANCOS RODRIGUEZ E-O - COLEGIO PALOMA-DEHESA VILLA,40.45896225,-3.71672178,3,460
31017,(AFOROS) FRANCOS RODRIGUEZ O-E - DEHESA VILLA-PIRINEOS,40.45923685,-3.71790225,4,900
31020,ANTONIO MACHADO N-S - MARTIRES MARISTAS-DEHESA VILLA,40.46065150,-3.71963465,6,980
31021,ANTONIO MACHADO S-N - DEHESA VILLA-ALDE.MARTIN ALZAGA,40.46139134,-3.71888190,1,240
31022,ALCALDE MARTIN ALZAGA E-O - AGUILAR DE CAMPO-ANTONIO MACHADO,40.46255167,-3.71871563,10,400
31023,ANTONIO MACHADO N-S - SINESIO DELGADO-ISLA DE OZA,40.46359461,-3.72019403,3,460
31024,PABLO IGLESIAS N-S - MOGUER-ALMIRANTE FCO. MORENO,40.45551369,-3.71294833,6,1060
31025,PABLO IGLESIAS S-N - ALMIRANTE FCO. MORENO-LEÑEROS,40.45598960,-3.71246799,5,620
31026,PABLO IGLESIAS O-E - ALMIRANTE FCO. MORENO-NUMANCIA,40.45455432,-3.71306836,51,240
31027,ALMIRANTE FCO. MORENO S-N - VALLS FERRERA-PABLO IGLESIAS,40.45421178,-3.71459240,1,220
31028,ALMIRANTE FCO. MORENO N-S - VALLS FERRERA-MORERAS,40.45350560,-3.71619165,50,180
31029,MORERAS S-N - RAMIRO MAEZTU-JUAN XXIII,40.45202813,-3.71823194,3,220
31030,JUAN XXIII E-O - RAMIRO MAEZTU-MORERAS,40.45138465,-3.71710332,3,200
31031,PABLO IGLESIAS E-O - NUMANCIA-ALMIRANTE FCO. MORENO,40.45428620,-3.71277822,3,499
31032,NUMANCIA N-S - PABLO IGLESIAS-DR.FEDERICO RUBIO Y GALI,40.45357373,-3.71295025,0,20
31033,PABLO IGLESIAS O-E - NUMANCIA-DR. FEDERICO RUBIO Y GALI,40.45349359,-3.71248084,14,1200
31034,PABLO IGLESIAS E-O - DR. FEDERICO RUBIO Y GALI-NUMANCIA,40.45290213,-3.71195951,6,740
31035,DR. FEDERICO RUBIO Y GALI N-S - PABLO IGLESIAS-NUMANCIA,40.45263688,-3.71241537,54,460
31036,PABLO IGLESIAS S-N - ALMANSA-DR. FEDERICO RUBIO Y GALI,40.45145585,-3.71108571,6,740
31037,DR. FEDERICO RUBIO Y GALI E-O - JERONIMA LLORENTE-PABLO IGLESIAS,40.45247891,-3.71047530,4,220
31038,DR. FEDERICO RUBIO Y GALI O-E - PABLO IGLESIAS-JERONIMA LLORENTE,40.45241447,-3.71038464,5,160
31039,-,40.45323892,-3.71307744,1,60
31040,DR. FEDERICO RUBIO Y GALI E-O - MORERAS-FCO. DIEGO,40.45364664,-3.71392371,2,280
31041,DR. FEDERICO RUBIO Y GALI O-E - FCO. DIEGO-MORERAS,40.45382378,-3.71410975,7,499
31042,MORERAS S-N - JUAN XXIII-DR.FEDERICO RUBIO Y GALI,40.45278532,-3.71451292,2,160
31043,DR. FEDERICO RUBIO Y GALI N-S - MORERAS-PABLO IGLESIAS,40.45286324,-3.71297274,7,780
31044,JERONIMA LLORENTE N-S - LEÑEROS-DR. FEDERICO RUBIO Y GALI,40.45272878,-3.70875693,2,160
31045,DR. FEDERICO RUBIO Y GALI S-N - ARANJUEZ-JERONIMA LLORENTE,40.45114530,-3.70944444,5,260
31048,OFELIA NIETO S-N - FRANCOS RODRIGUEZ-VILLAAMIL,40.46066835,-3.70928670,100,0
31049,VILLAAMIL S-N - ENTRADA AL CRUCE,40.46100258,-3.70808239,27,420
31050,OFELIA NIETO S-N - VILLAAMIL-Pº. DIRECCION,40.46248568,-3.70794992,2,340
31051,VILLAAMIL S-N - OFELIA NIETO-SANCHEZ PRECIADO,40.46274359,-3.70858902,0,0
31052,VILLAAMIL N-S - SANCHEZ PRECIADO-OFELIA NIETO,40.46331182,-3.70905061,54,600
31053,VILLAAMIL S-N - SAN RESTITUTO-CAMINO CHORRILLO,40.46475743,-3.70970567,5,760
31054,VILLAAMIL N-S - CAMINO CHORRILLO-SAN RESTITUTO,40.46508961,-3.71010145,4,580
31055,CNO. CHORRILLO N-S  - GTA. PIEDRAFITA CEBREROS-VILLAAMIL,40.46658192,-3.71065602,4,220
31056,VILLAAMIL O-E - LATERAL TUNEL SOR ANGELA DE LA CRUZ,40.46612632,-3.71116348,3,480
31057,OFELIA NIETO N-S - Pº DIRECCION-VILLAAMIL,40.46318149,-3.70752299,6,340
31058,Pº DIRECCION E-O - ISLA GOMERA-OFELIA NIETO,40.46265585,-3.70682756,100,0
31059,DR.FEDERICO RUBIO Y GALI S-N - MOGER-FRANCOS RODRIGUEZ,40.45661021,-3.71358357,2,140
31060,DR. FEDERICO RUBIO Y GALI N-S - MOGUER-FCO. DIEGO,40.45604412,-3.71418779,9,600
31061,(TACTICO) ISLA DE OZA O-E - ISLA ALEGRANZA-ANTONIO MACHADO,40.46303458,-3.72048706,22,180
31062,NUMANCIA N-S - LEÑADORES-PABLO IGLESIA,40.45484855,-3.71213016,1,100
31063,NUMANCIA S-N - LEÑADORES-FRANCOS RODRIGUEZ,40.45612987,-3.71034577,1,60
31064,LOPE HARO E-O - BERRUGETE-FRANCOS RODRIGUEZ,40.45675763,-3.70419454,4,660
31065,(AFOROS) FRANCOS RODRIGUEZ E-O - LORENZANA-Pº DIRECCION,40.45696225,-3.70901456,34,100
31066,(TACTICO) PIRINEOS S-N -,40.45835039,-3.71601412,46,80
31068,(TACTICO) ANTONIO MACHADO S-N  - GIRO ISLA DE OZA,40.46276357,-3.71982946,37,340
32001,(MICRO) CAPITAN BLANCO ARGIBAY E-O - ALVERDI-AIZQUIVEL,40.46812258,-3.70801591,2,120
32002,(MICRO) Pº DIRECCION S-N - AIZQUIVEL-CAPITAN BLANCO ARGIBAY,40.46757926,-3.70901158,3,220
32003,(MICRO) CAPITAN BLANCO ARGIBAY O-E - PIEDRAFITA CEBRERO-Pº DIRECCION,40.46902074,-3.71009129,100,0
32004,(MICRO) CAPITAN BLANCO ARGIBAY O-E - Pº DIRECCION-PIEDRAFITA CEBRERO,40.46992168,-3.71064851,99,0
32005,(MICRO)(AFOROS) SINESIO DELGADO E-O - RIBADAVIA-PIEDRAFITA CEBRERO,40.47141069,-3.71009008,11,1380
32006,(MICRO) AV. BETANZOS N-S - CELANOVA-PIEDRAFITA CEBRERO,40.47133335,-3.71262459,99,0
32007,AV. BETANZOS S-N - RIBADAVIA-CHANTADA,40.47251407,-3.71216029,7,340
32008,CHANTADA E-O - RIBADAVIA-AV. BETANZOS,40.47299886,-3.71124695,6,240
32009,AV. BETANZOS N-S - CHANTADA-MELCHOR FERNANDEZ ALMAGRO,40.47396384,-3.71153293,49,340
32010,AV. BETANZOS N-S - MELCHOR FERNANDEZ ALMAGRO-CHANTADA,40.47394588,-3.71164512,3,200
32011,MELCHOR FERNANDEZ ALMAGRO E-O - FERROL-AV. BETANZOS,40.47564118,-3.70969706,8,440
32012,RIBADAVIA E-O - CHANTADA-AV. BETANZOS,40.47224162,-3.71105708,0,40
32013,AV. BETANZOS N-S - AV. MONFORTE LEMOS-BAÑEZA,40.47745392,-3.71205179,12,260
32015,BAÑEZA O-E - CAMINO GANAPANES-AV. BETANZOS,40.47643544,-3.71265915,100,0
32016,AV. BETANZOS N-S - BAÑEZA-MELCHOR FERNANDEZ ALMAGRO,40.47616068,-3.71161377,7,280
32017,AV. BETANZOS S-N - MELCHOR FERNANDEZ ALMAGRO-BAÑEZA,40.47569311,-3.71139219,13,380
32018,FINISTERRE E-O - SINESIO DELGADO-VILLA MARIN,40.47514456,-3.69946711,1,200
32019,VILLA MARIN E-O - MELCHOR FERNANDEZ ALMAGRO-FINISTERRE,40.47606802,-3.69961285,100,0
32020,SINESIO DELGADO E-O - VILLA MARIN-GINZO LIMIA,40.47497900,-3.70019825,54,700
32021,VILLA MARIN E-O - FINISTERRE-GINZO LIMIA,40.47528868,-3.70074164,13,540
32022,FINISTERRE N-S - VILLA MARIN-MELCHOR FERNANDEZ ALMAGRO,40.47645523,-3.70115068,100,0
32023,FINISTERRE N-S - MELCHOR FERNANDEZ ALMAGRO-VILLA MARIN,40.47632530,-3.70114512,100,0
32024,MELCHOR FERNANDEZ ALMAGRO E-O - FINISTERRE-GINZO LIMIA,40.47723844,-3.70223470,6,200
32025,RIBADAVIA E-O - SINESIO DELGADO-CHANTADA,40.47276759,-3.70540960,4,240
32026,(AFOROS) SINESIO DELGADO O-E - RIBADAVIA-AV. ASTURIAS,40.47284977,-3.70304360,33,2020
32027,GINZO LIMIA N-S - MELCHOR FERNANDEZ ALMAGRO-FERROL,40.47569174,-3.70301593,9,600
32028,GINZO LIMIA S-N - VILLA MARIN-MELCHOR FERNANDEZ ALMAGRO,40.47618170,-3.70297975,13,640
32029,MELCHOR FERNANDEZ ALMAGRO O-E - GINZO LIMIA-FINISTERRE,40.47707620,-3.70271065,100,0
32030,GINZO LIMIA N-S - AV. MONFORTE LEMOS-MELCHOR FERNANDEZ ALMAGRO,40.47776374,-3.70376303,31,440
32031,MELCHOR FERNANDEZ ALMAGRO O-E - FERROL-GINZO LIMIA,40.47655741,-3.70512437,7,340
32032,MELCHOR FERNANDEZ ALMAGRO E-O - GINZO LIMIA-FERROL,40.47657176,-3.70525297,100,0
32033,MELCHOR FERNANDEZ ALMAGRO O-E - AV. BETANZOS-FERROL,40.47589520,-3.70829425,5,320
32034,(MICRO)CAMINO CHORRILLO S-N - ENTRADA A CRUCE,40.46951596,-3.71241705,7,520
32035,(MICRO) SINESIO DELGADO O-E - ANTONIO MACHADO-PIEDRAFITA CEBRERO,40.46930843,-3.71278673,29,1840
32036,AV. BETANZOS S-N - PIEDRAFITA CEBRERO-RIBADAVIA,40.47160588,-3.71211308,6,840
32037,(MICRO) Pº DIRECCION N-S - PANDO-CAPITAN BLANCO ARGIBAY,40.46862597,-3.70817897,12,180
32038,(MICRO) CAPITAN BLANCO ARGIBAY E-O - Pº DIRECCION-PIEDRAFITA CEBRERO,40.46862554,-3.70959730,100,0
32039,(TACTICO) SALIDA APARCAMIENTO PUBLICO DEL HOSPITAL DEL REY -,40.47481294,-3.69744639,0,20
32040,(TACTICO) SALIDA APARCAMIENTO MEDICOS DEL HOSPITAL DEL REY -,40.47479185,-3.69727394,4,140
32041,(TACTICO) SALIDA APARCAMIENTO GENERAL DEL HOSPITAL DEL REY -,40.47468900,-3.69735448,2,40
32042,AV. ASTURIAS S-N - Pº DIRECCION-SINESIO DELGADO,40.47306436,-3.70078606,4,920
32043,AV. ASTURIAS O-E - Pº DIRECCION-ROSARIO ROMERO,40.47186805,-3.69901842,3,900
32044,AV. ASTURIAS O-E - SINESIO DELGADO-Pº DIRECCION,40.47283486,-3.70056317,5,1020
32045,Pº DIRECCION S-N - YEROS-AV. ASTURIAS,40.47204653,-3.70063689,0,0
32046,AV. ASTURIAS E-O - CAÑAVERAL-MONTOYA,40.46946651,-3.69552037,2,620
32047,AV. ASTURIAS E-O - SOROLLA-Pº DIRECCION,40.47073524,-3.69728368,3,740
32048,(AFOROS) AV. ASTURIAS O-E - MAGNOLIAS-CEDROS,40.46753333,-3.69255753,4,740
32049,AV. ASTURIAS O-E - BASCONES-CAÑAVERAL,40.46875797,-3.69470825,5,2220
32050,(TACTICO) MAGNOLIAS S-N - DELFIN-AV. ASTURIAS,40.46744710,-3.69310001,60,240
32051,AV. ASTURIAS E-O - PL. CASTILLA-SAN AQUILINO,40.46659721,-3.69036648,8,499
32052,(AFOROS) AV. ASTURIAS E-O - SAN AQUILINO-MAGNOLIAS,40.46728197,-3.69177086,2,499
32053,(TACTICO) SAN AQUILINO N-S - SAN BENITO-AV. ASTURIAS,40.46734897,-3.69105685,20,180
32300,(MICRO)  - INTERNO(ENTRE GRUPO 10 Y 12),40.47063253,-3.71223187,85,200
32303,C.B.ARGIBAY (32020-32030.(320301),40.47074509,-3.71148560,70,200
32902,MICRO-INTERNO (ENTRE GRUPO 10 Y 12),40.47053725,-3.71169074,31,240
33001,Pº CASTELLANA N-S - (M-30 -AV. MONFORTE LEMOS),40.47633850,-3.68685423,5,1600
33002,DANIEL VAZQUEZ DIAZ E-O - MAURICIO LEGENDRE-Pº CASTELLANA),40.47486093,-3.68527129,50,120
33003,SALIDA TUNEL PIO XII E-O - MAURICIO LEGENDRE-Pº CASTELLANA,40.47483550,-3.68558184,6,380
33004,PE. FCO. PALAU Y QUER O-E  - CASTELLANA - MAURICIO LEGENDRE,40.47414704,-3.68575880,1,260
33005,Pº CASTELLANA S-N - JOSE VASCONCELOS-PE. FCO. PALAU Y QUER,40.47337081,-3.68696908,17,1320
33006,SALIDA TUNEL N-S - SALIDA - Pº CASTELLANA,40.47500857,-3.68715692,0,0
33007,SALIDA TUNEL N-S - (Pº CASTELLANA) 70m.,40.47442176,-3.68730701,0,0
33008,AV. MONFORTE LEMOS O-E - AV. MONFORTE LEMOS-MAGNOLIAS,40.47599478,-3.69017875,2,800
33009,AV. MONFORTE LEMOS E-O - Pº CASTELLANA-AV. MONFORTE LEMOS,40.47526413,-3.68774415,6,1180
33010,SINESIO DELGADO O-E - (SINESIO DELGADO-Pº CASTELLANA,40.47434898,-3.68850638,6,1380
33011,SINESIO DELGADO O-E - CARLOS III-MAGNOLIAS,40.47442650,-3.69055000,3,200
33012,SINESIO DELGADO E-O - CARLOS III-MAGNOLIAS,40.47459943,-3.69059184,11,920
33013,SINESIO DELGADO E-O - SALIDA TUNEL,40.47454236,-3.69053776,7,460
33015,(TÁCTICO) ARZOBISPO MORCILLO E-O - Pº CASTELLANA - ACC. TORRES -PEDRO RICO,40.47989004,-3.68708162,51,100
33016,ARZOBISPO MORCILLO O-E - (ACCESO TORRES-Pº CASTELLANA),40.47969904,-3.68711931,1,160
33017,ARZOBISPO MORCILLO E-O - ACCESO TORRES-PEDRO RICO,40.47988794,-3.68814077,1,180
33018,ARZOBISPO MORCILLO TUNEL E-O - ACCESO TORRES-PEDRO RICO) 180m.,40.47984417,-3.68825617,0,100
33019,ARZOBISPO MORCILLO TUNEL E-O - ACCESO TORRES-PEDRO RICO) 80m.,40.47999696,-3.68874643,0,60
33020,PEDRO RICO S-N - (AV. MONFORTE LEMOS-ARZOBISPO MORCILLO),40.47922026,-3.68997201,15,1440
33021,PEDRO RICO N-S - ARZOBISPO MORCILLO-AV. MONFORTE LEMOS),40.47923431,-3.69047481,0,0
33022,AV. MONFORTE LEMOS E-O - Pº CASTELLANA-PEDRO RICO),40.47730818,-3.69057363,0,0
33023,AV. MONFORTE LEMOS TUNEL E-O - (Pº CASTELLANA-PEDRO RICO) 80m.,40.47733186,-3.69047667,5,999
33024,AV. MONFORTE DE LEMOS TÚNEL E-O  -  (CASTELLANA-PEDRORICO)180m,40.47671632,-3.69017281,6,1260
33025,MAURICIO LEGENDRE N-S - M-30 -VIEJAS,40.48118229,-3.68320009,3,620
33026,SALIDA COCHERAS E-O - E.M.T.-MAURICIO LEGENDRE,40.48021460,-3.68300347,0,20
33027,VIEJAS O-E - CASTELLANA-MAURICIO LEGENDRE,40.48041781,-3.68469125,11,1080
33028,MAURICIO LEGENDRE N-S - VIEJAS-MANUEL CALDEIRO,40.47756442,-3.68404487,3,760
33029,SALIDA E.M.T. E-O - E.M.T.-MAURICIO LEGENDRE,40.47642187,-3.68371964,3,20
33030,MANUEL CALDERO O-E - CASTELLANA - M. LEGENDRE,40.47637244,-3.68470041,13,100
33031,MAURICIO LEGENDRE N-S - MANUEL CALDEIRO-PADRE PALAU Y QUER,40.47505494,-3.68457554,43,800
33032,PADRE PALAU Y QUER E-O - AGUSTIN DE FOXA-MAURICIO LEGENDRE,40.47368019,-3.68417324,12,840
33033,MAURICIO LEGENDRE N-S  - PE. FCO. PALAU Y QUER - J.VASCONCELOS,40.47285161,-3.68570864,3,400
33034,PADRE PALAU Y QUER O-E  - CASTELLANA - M.LEGENDRE,40.47399110,-3.68626611,4,560
33035,MAURICIO LEGENDRE N-S - JOSE VASCONCELOS-AGUSTIN DE FOXA,40.46953905,-3.68676331,16,480
33036,ENRIQUE LARRETA S-N - MATEO INURRIA-AGUSTIN DE FOXA,40.46775652,-3.68643118,4,300
33037,AGUSTIN DE FOXA S-N - MATEO INURRIA-ENRIQUE LARRETA,40.46783784,-3.68757267,2,280
33038,AGUSTIN DE FOXA N-S - PADRE PALAU Y QUER-JOSE VASCONCELOS,40.47129926,-3.68458767,100,0
33039,JOSE VASCONCELOS E-O - MANUEL FERRERO-AGUSTIN DE FOXA,40.47018868,-3.68441053,2,100
33040,AGUSTIN FOXA S-N - ENRIQUE LARRETA-JOSE VASCONCELOS,40.46980173,-3.68577888,17,420
33041,AGUSTIN DE FOXA N-S - OSE VASCONCELOS-MAURICIO LEGENDRE,40.46986897,-3.68589355,12,560
34001,LOPEZ DE HOYOS O-E - PADRE JESUS ORDOÑEZ-QUINTILLANO,40.44176899,-3.67773258,100,0
34002,(AFOROS) LOPEZ DE HOYOS 86 O-E - QUINTILIANO-CARTAGENA,40.44229227,-3.67670409,3,360
34003,(AFOROS) LOPEZ DE HOYOS E-O - CARTAGENA-JOSEP PLA,40.44260213,-3.67627991,4,600
34004,CARTAGENA 130 S-N - CANILLAS-LOPEZ DE HOYOS,40.44152257,-3.67500749,0,0
34005,LOPEZ DE HOYOS O-E - CARTAGENA-JUAN B. TOLEDO,40.44336173,-3.67514922,100,0
34006,LOPEZ DE HOYOS E-O - SUERO DE QUIÑONES-CARTAGENA,40.44332287,-3.67530903,100,0
34007,LOPEZ DE HOYOS O-E - MANTUANO-MARCENADO,40.44457003,-3.67350105,66,0
34008,LOPEZ DE HOYOS E-O - MARCENADO-MANTUANO,40.44497695,-3.67294310,100,0
34009,LOPEZ DE HOYOS 133 O-E - MARCENADO-RAMOS CARRION,40.44662713,-3.67024962,10,540
34010,LOPEZ DE HOYOS 125 E-O - RAMOS CARRION-MARCENADO,40.44622413,-3.67096305,7,340
34011,LOPEZ DE HOYOS 188 O-E - CLARA DEL REY-PANTOJA,40.44733698,-3.66930528,10,540
34012,LOPEZ DE HOYOS 149 E-O - RAMOS CARRION-CLARA DEL REY,40.44782874,-3.66877167,4,160
34013,LOPEZ DE HOYOS 202 O-E - CLARA DEL REY-CORAZON DE MARIA,40.44842650,-3.66768505,100,0
34014,LOPEZ DE HOYOS E-O - ALFONSO XIII-CLARA DEL REY,40.44871292,-3.66726607,3,140
34015,(AFOROS) ALFONSO XIII 18 S-N - LOPEZ DE HOYOS-PRADILLO,40.44861594,-3.66603139,18,1220
34016,CORAZON DE MARIA S-N - ENTRADA POR PADRE XIFRE,40.44238584,-3.66835752,51,100
34017,CORAZON DE MARIA S-N - AV. AMERICA-CORAZON DE MARIA,40.44243390,-3.66687157,4,1100
34018,CANILLAS ENTRADA AL CRUCE - N-II -AV. AMERICA,40.44306854,-3.66601352,100,0
34019,CORAZON DE MARIA N-S - SANTA HORTENSIA-CANILLAS,40.44397039,-3.66737888,50,0
34020,CORAZON DE MARIA S-N - SANTA HORTENSIA-SANTA RITA,40.44440557,-3.66710166,32,880
34021,CORAZON DE MARIA 33 N-S - SANTA RITA-SANTA HORTENSIA,40.44487650,-3.66713449,5,400
34022,CLARA DEL REY 23 N-S - SANTA RITA-SANTA HORTENSIA,40.44538134,-3.66828739,13,340
34023,CORAZON DE MARIA S-N - SANTA RITA-RAMOS CARRION,40.44567532,-3.66674131,13,1560
34025,CORAZON DE MARIA S-N - RAMOS CARRION-LUIS SALAZAR,40.44669862,-3.66648612,10,1320
34026,CORAZON DE MARIA N-S - LUIS SALAZAR-RAMOS CARRION,40.44713644,-3.66652458,50,80
34029,PRADILLO 66 O-E - SATURNINO CALLEJA-GUSTAVO FDEZ. BALBUENA,40.44983238,-3.66884793,13,320
34030,ALFONSO XIII 35 N-S - RAMÓN Y CAJAL-LUIS LARRAINZA,40.45191311,-3.66758862,8,1200
34031,(AFOROS) ALFONSO XIII S-N - LOPEZ DE HOYOS-PRADILLO,40.45009238,-3.66712288,6,620
34032,SANTA HORTENSIA O-E - CLARA DEL REY-CORAZON DE MARIA,40.44426344,-3.66755727,66,320
34033,PRADILLO 59 E-O - PANTOJA-NUREMBERG,40.44888131,-3.67274541,0,0
34034,PRADILLO 20 O-E - PL. CATALUÑA-MARCENADO,40.44864094,-3.67483080,40,620
34035,MARCENADO N-S - SAN ERNESTO-PRADILLO,40.44898306,-3.67399780,72,180
34036,CANILLAS E-O - CORAZON DE MARIA-CLARA DEL REY,40.44363609,-3.66778880,7,320
34037,SANTA HORTENSIA E-O - CORAZON DE MARIA-CLARA DEL REY,40.44448813,-3.66900185,42,180
35001,CLARA DEL REY E-O - (ALUSTANTE-ANASTASIO AROCA),40.44112337,-3.67214878,53,120
35002,CLARA DEL REY E-O - (ANASTASIO AROCA-CARTAGENA),40.44031082,-3.67343824,13,540
35003,CARTAGENA N-S - (CLARA DEL REY-CONSTANCIA),40.44072846,-3.67452254,3,280
35008,CARTAGENA S-N - MARQUES DE AHUMADA-AV. AMERICA,40.43715084,-3.67094160,5,320
35009,CARTAGENA N-S - (MEJICO-MARQUES DE AHUMADA),40.43679037,-3.67045590,4,260
35010,CARTAGENA N-S - (MARIA TERESA-ERASO),40.43557001,-3.67005147,3,240
35011,CARTAGENA S-N - (ERASO-MARIA TERESA),40.43493019,-3.67018593,3,160
35012,CARTAGENA N-S - (AZCONA-MARTINEZ IZQUIERDO),40.43356596,-3.67049007,1,120
35013,MARTINEZ IZQUIERDO O-E - (ARDEMANS-PILAR DE ZARAGOZA),40.43255990,-3.67147706,52,220
35014,CARTAGENA N-S - (MARTINEZ IZQUIEROD-AV. TOREROS),40.43279201,-3.67050372,3,160
35015,CARTAGENA S-N - (AV. TOREROS-MARTINEZ IZQUIERDO),40.43222664,-3.67045888,6,280
35016,CARTAGENA S-N(LONDRES-AV. TOREROS) - (LONDRES-AV. TOREROS),40.43086623,-3.67055074,14,460
35017,AV. TOREROS E-O - (RAFAELA BONILLA-CARTAGENA),40.43212792,-3.66893692,12,800
35018,AV. TOREROS O-E - (CARTAGENA-RAFAELA BONILLA),40.43206205,-3.66882653,3,160
35019,AV. TOREROS E-O - (JULIO CAMBA-RAFAELA BONILLA),40.43243834,-3.66605584,9,800
35020,AV. TOREROS O-E - (RAFAELA BONILLA-JULIO CAMBA),40.43238245,-3.66600979,1,180
35021,AV. TOREROS E-O - (GIRO JULIO CAMBA),40.43258477,-3.66520257,46,200
35022,AV. TOREROS O-E - (FRANCISCO ALTIMIRAS-AV. BRASILIA),40.43352870,-3.66326539,1,120
35023,COLOMER N-S - (MARTINEZ IZQUIERDO-AV. TOREROS),40.43363008,-3.66436574,47,60
35024,LUIS CALVO N-S - (AZCONA-MARTINEZ IZQUIERDO),40.43612082,-3.66497414,2,120
35025,BIARRIZ S-N - (MARTINEZ IZQUIERDO-BRESCIA),40.43560458,-3.66406314,3,100
35026,AV. BRUSELAS N-S - (PZA. VENECIA-AV. BRUSELAS),40.44202149,-3.66342541,6,240
35027,AV. GUINDALERA O-E - (CAMILO JOSE CELA-AV. BRUSELAS),40.44101181,-3.66447987,4,840
35028,AV. BRUSELAS N-S(PZA. VENECIA-AV. BRUSELAS) - (PZA. VENECIA-AV. BRUSELAS),40.43992477,-3.66302769,52,160
35029,AV. BRUSELAS S-N - (AV. BRUSELAS-PZA. VENECIA),40.43994252,-3.66292483,3,220
35030,AV. BRUSELAS N-S - (AV. BRUSELAS-BRESCIA),40.43812652,-3.66351396,10,460
35031,AV. BRUSELAS S-N - (BRESCIA-AV. BRUSELAS),40.43815755,-3.66340551,4,320
35032,AZCONA E-O - (VILLAFRANCA-CAMILO JOSE CELA),40.43574105,-3.66640842,9,1020
35033,AV. BRASILIA S-N - (AV. BONN-AV. BADAJOZ),40.43921432,-3.66102829,11,1320
35034,AV. BONN E-O - (AV. BRASILIA-AV. BRUSELAS),40.43876746,-3.66251637,11,320
35035,AV. BONN E-O - (AV. DE LA PAZ-AV. BRASILIA),40.43858538,-3.65979700,48,1420
35036,BRASILIA N-S - (AV. BONN-BRESCIA),40.43747350,-3.66116978,5,720
35037,BRASILIA S-N - (BRESCIA-AV. BONN),40.43704560,-3.66101566,4,680
35038,BRESCIA E-O - (AV. BRASILIA-AV. BRUSELAS),40.43645184,-3.66294018,4,600
35039,AV. BRASILIA N-S - (BRESCIA-MARTINEZ IZQUIERDO),40.43617569,-3.66117768,2,600
35040,MARTINEZ IZQUIERDO O-E - (FRANCISCO ALTIMRAS-AV. BRASILIA),40.43522223,-3.66234201,3,400
35041,PTE. CALERO E-O - (AV. DE LA PAZ-AV. BRASILIA),40.43509841,-3.65951078,8,1140
